name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Grossman Natalia,USA,1,5T5z 5 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,1,1,1,1,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Nonaka Miho,JPN,1,5T5z 7 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,2,1,1,1,2,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Gibert Fanny,FRA,3,5T5z 7 7,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,2,2,1,1,2,2,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Kazbekova Ievgeniia,UKR,3,5T5z 6 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,2,1,1,1,1,1,1,1,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Raboutou Brooke,USA,5,5T5z 8 6,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,2,1,1,1,2,1,2,2,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Moroni Camilla,ITA,5,4T5z 5 9,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,2,2,1,1,X,4,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Bertone Oriane,FRA,7,4T5z 4 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,X,1,1,1,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Mackenzie Oceania,AUS,7,4T5z 4 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,1,1,1,1,X,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Condie Kyra,USA,7,4T5z 8 8,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,4,1,2,2,1,1,X,3,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
SEKIKAWA Melody,JPN,10,4T5z 11 8,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,2,1,2,2,3,1,X,1,4,3,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
LUO ZHILU,CHN,11,4T4z 5 4,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,2,1,1,1,1,1,X,X,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Sanders Anastasia,USA,11,4T5z 5 6,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,X,1,2,2,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
ELHADJ MIMOUNE Selma,FRA,11,4T5z 5 6,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,X,1,1,1,2,2,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
ITO Futaba,JPN,14,4T4z 6 6,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,3,3,1,1,X,X,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Wienand Roxana,GER,15,4T4z 9 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,2,1,4,2,X,X,2,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
NAKAGAWA Ryu,JPN,15,4T5z 5 8,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,X,3,1,1,2,2,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Färber Johanna,AUT,17,4T5z 6 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,X,1,1,1,3,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Fischer Madison,CAN,17,3T5z 4 9,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,2,1,1,1,X,3,X,3,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
AOYAGI Mia,JPN,19,4T5z 6 7,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,X,1,1,1,3,3,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Debevec Katja,SLO,19,3T5z 5 6,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,3,1,1,1,X,1,X,2,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
KOIKE Hana,JPN,21,4T5z 8 9,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,X,1,1,1,5,5,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Janicot Hélène,FRA,21,3T5z 5 8,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,3,1,X,1,1,1,X,4,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Matsufuji Anon,JPN,23,3T4z 3 4,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,X,1,X,X,1,1,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
Aguado Valentina,ARG,23,4T5z 9 7,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,2,1,X,2,4,1,2,2,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
SEO Chaehyun,KOR,25,4T5z 10 11,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,1,1,1,1,X,1,1,1,7,7,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
KIM Jain,KOR,25,3T4z 5 6,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Qualification,2023-05-19,/api/v1/category_rounds/7678/results,/api/v1/events/1294/result/7,X,1,1,1,1,1,X,X,3,3,2023-05-19_Salt Lake City_Boulder_Women_Qualification.csv
