name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
LEONARDO VEDDRIQ,INA,1.0,4.97,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Men,Qualification,2023-06-30,/api/v1/category_rounds/7691/results,/api/v1/events/1298/result/2,4.977,5.087,2023-06-30_Villars-sur-Ollon_Speed_Men_Qualification.csv
Khaibullin Rishat,KAZ,2.0,5.08,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Men,Qualification,2023-06-30,/api/v1/category_rounds/7691/results,/api/v1/events/1298/result/2,5.414,5.083,2023-06-30_Villars-sur-Ollon_Speed_Men_Qualification.csv
CAO LONG,CHN,3.0,5.15,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Men,Qualification,2023-06-30,/api/v1/category_rounds/7691/results,/api/v1/events/1298/result/2,5.168,5.154,2023-06-30_Villars-sur-Ollon_Speed_Men_Qualification.csv
WU PENG,CHN,4.0,5.17,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Men,Qualification,2023-06-30,/api/v1/category_rounds/7691/results,/api/v1/events/1298/result/2,5.171,7.076,2023-06-30_Villars-sur-Ollon_Speed_Men_Qualification.csv
Watson Samuel,USA,5.0,5.20,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Men,Qualification,2023-06-30,/api/v1/category_rounds/7691/results,/api/v1/events/1298/result/2,5.205,DNF,2023-06-30_Villars-sur-Ollon_Speed_Men_Qualification.csv
LONG JIANGUO,CHN,6.0,5.22,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Men,Qualification,2023-06-30,/api/v1/category_rounds/7691/results,/api/v1/events/1298/result/2,5.37,5.22,2023-06-30_Villars-sur-Ollon_Speed_Men_Qualification.csv
Alipour Shenazandifard Reza,IRI,7.0,5.23,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Men,Qualification,2023-06-30,/api/v1/category_rounds/7691/results,/api/v1/events/1298/result/2,5.239,5.31,2023-06-30_Villars-sur-Ollon_Speed_Men_Qualification.csv
ZHANG LIANG,CHN,8.0,5.242,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Men,Qualification,2023-06-30,/api/v1/category_rounds/7691/results,/api/v1/events/1298/result/2,5.242,DNF,2023-06-30_Villars-sur-Ollon_Speed_Men_Qualification.csv
Zurloni Matteo,ITA,9.0,5.245,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Men,Qualification,2023-06-30,/api/v1/category_rounds/7691/results,/api/v1/events/1298/result/2,5.245,5.254,2023-06-30_Villars-sur-Ollon_Speed_Men_Qualification.csv
Brosler John,USA,10.0,5.25 (6.066),IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Men,Qualification,2023-06-30,/api/v1/category_rounds/7691/results,/api/v1/events/1298/result/2,6.066,5.259,2023-06-30_Villars-sur-Ollon_Speed_Men_Qualification.csv
