name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A
AMANDA NARDA MUTIA,INA,11,7.30,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.308,DNF
JEONG Jimin,KOR,12,7.32,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,8.475,7.322
Ritter Franziska,GER,13,7.37,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.377,8.485
Viglione Capucine,FRA,14,7.383,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.383,7.669
Chudziak Patrycja,POL,15,7.384,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.384,8.683
ZHOU YAFEI,CHN,16,7.42,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.557,7.423
Randi  Giulia,ITA,17,7.43,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.485,7.437
Rojas Andrea,ECU,18,7.46,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.586,7.461
MU YUJU,CHN,19,7.49,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,10.652,7.496
ZHANG SHAOQIN,CHN,20,7.56,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,DNF,7.567
Ver Khadijah Alivany,INA,21,7.62,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.626,7.642
Andrier Victoire,FRA,22,7.69,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,9.637,7.69
KUSUMA BERTHDIGNA DEVI SURYA,INA,23,7.752,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,8.322,7.752
ANJANI NURMA,INA,24,7.759,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.768,7.759
Brozek Anna,POL,25,7.85,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.914,7.858
Kelly Piper,USA,26,7.92,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,8.123,7.922
Runnels Liberty,USA,27,8.09,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,8.091,8.098
Curcio Sophia,USA,28,8.17,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,8.176,DNF
KAWAKAMI Fumika,JPN,29,8.21,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,8.217,9.27
TAKEUCHI Ai,JPN,30,8.29,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,8.385,8.291
Gautron Lison,FRA,31,8.35,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,8.355,8.522
Colli Beatrice,ITA,32,8.40,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,8.407,DNF
KANETANI Haruka,JPN,33,8.44,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,12.574,8.447
NOH Heeju,KOR,34,8.51,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,9.76,8.511
NURHIDAYAH SUSAN,INA,35,8.68,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,8.685,10.295
Sarisson Aurelia,FRA,36,8.99,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,11.597,8.994
HAYASHI Natsumi,JPN,37,9.16,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,10.136,9.164
Velev Erica,CAN,38,9.35,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,9.706,9.352
HAYASHI Karin,JPN,39,9.42,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,12.309,9.428
CHOI NAWOO,KOR,40,9.51,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,9.51,10.721
Ruano Abigail,ECU,41,9.92,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,10.103,9.929
Pannu Shivpreet,IND,42,9.94,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,9.988,9.946
LESTARI PUJA,INA,43,10.56,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,10.56,11.861
Crowley Grace,AUS,44,10.75,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,10.754,11.466
YANG MI,CHN,45,10.99,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,10.998,11.149
Close Callie,USA,46,FALL,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,DNF,DNF
DIAN KRISMAWATI EKA,INA,47,FALSE START,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,DNS,
