name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A
Miroslaw Aleksandra,POL,1,6.36,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,6.368,6.409
MADE RITA KUSUMA DEWI DESAK,INA,2,6.65,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.246,6.655
DENG LIJUAN,CHN,3,6.745,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,DNF,6.745
Kalucka Natalia,POL,4,6.749,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,6.964,6.749
Kalucka Aleksandra,POL,5,6.82,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,6.825,8.225
SALLSABILLAH RAJIAH,INA,6,6.92,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.012,6.929
Hunt Emma,USA,7,6.97,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,6.977,7.015
NIU DI,CHN,8,7.03,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,8.859,7.038
IQAMAH NURUL,INA,9,7.05,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.053,7.276
WANG SHENGYAN,CHN,10,7.23,IFSC World Cup Jakarta 2023,1293,2023,Indonesia,Speed,Women,Qualification,2023-05-06,/api/v1/category_rounds/7676/results,/api/v1/events/1293/result/6,7.366,7.237
