name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
Miroslaw Aleksandra,POL,1,6.40,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,6.406,6.418,2023-08-01_Bern_Speed_Women_Qualification.csv
MADE RITA KUSUMA DEWI DESAK,INA,2,6.75,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,6.902,6.754,2023-08-01_Bern_Speed_Women_Qualification.csv
Kalucka Aleksandra,POL,3,6.78,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,DNF,6.785,2023-08-01_Bern_Speed_Women_Qualification.csv
Hunt Emma,USA,4,6.85,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,7.047,6.859,2023-08-01_Bern_Speed_Women_Qualification.csv
Kalucka Natalia,POL,5,6.98,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,6.986,7.18,2023-08-01_Bern_Speed_Women_Qualification.csv
SALLSABILLAH RAJIAH,INA,6,7.01,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,7.22,7.017,2023-08-01_Bern_Speed_Women_Qualification.csv
Chudziak Patrycja,POL,7,7.04,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,7.413,7.049,2023-08-01_Bern_Speed_Women_Qualification.csv
DENG LIJUAN,CHN,8,7.13,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,7.134,7.179,2023-08-01_Bern_Speed_Women_Qualification.csv
Romero Pérez Leslie Adriana,ESP,9,7.22,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,7.227,8.912,2023-08-01_Bern_Speed_Women_Qualification.csv
Viglione Capucine,FRA,10,7.27,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,8.515,7.276,2023-08-01_Bern_Speed_Women_Qualification.csv
JEONG Jimin,KOR,11,7.30,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,7.302,7.618,2023-08-01_Bern_Speed_Women_Qualification.csv
ZHOU YAFEI,CHN,12,7.40,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Women,Qualification,2023-08-01,/api/v1/category_rounds/7704/results,/api/v1/events/1301/result/6,7.765,7.404,2023-08-01_Bern_Speed_Women_Qualification.csv
