name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results
Dorsimond Isabelle,BEL,1,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Women,1991-10-01,/api/v1/events/103/result/6
Brard Agnès,FRA,2,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Women,1991-10-01,/api/v1/events/103/result/6
Chereshneva Venera,RUS,3,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Women,1991-10-01,/api/v1/events/103/result/6
Inozemtseva Yulia,RUS,4,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Women,1991-10-01,/api/v1/events/103/result/6
Dijkstra Ineke,NED,5,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Women,1991-10-01,/api/v1/events/103/result/6
Eisenhut Andrea,GER,5,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Women,1991-10-01,/api/v1/events/103/result/6
Kodina Irina,RUS,5,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Women,1991-10-01,/api/v1/events/103/result/6
Gronkiewicz-Marcisz Iwona,POL,8,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Women,1991-10-01,/api/v1/events/103/result/6
Butler Felicity,GBR,9,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Women,1991-10-01,/api/v1/events/103/result/6
Feagin Nancy,USA,10,,UIAA World Championship - Frankfurt 1991,103,1991,Frankfurt,Speed,Women,1991-10-01,/api/v1/events/103/result/6
