name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Zhong QiXin,,1,7.35,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Men,Final,2008-06-27,/api/v1/category_rounds/880/results,/api/v1/events/518/result/2,True,8.42,True,7.72,True,7.35,,,2008-06-27_Qinghai_Speed_Men_Final.csv
Chen Xiaojie,,2,8.48,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Men,Final,2008-06-27,/api/v1/category_rounds/880/results,/api/v1/events/518/result/2,True,9.46,True,8.09,False,8.48,,,2008-06-27_Qinghai_Speed_Men_Final.csv
Li Guangpu,,3,8.22,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Men,Final,2008-06-27,/api/v1/category_rounds/880/results,/api/v1/events/518/result/2,True,9.28,False,8.98,,,True,8.22,2008-06-27_Qinghai_Speed_Men_Final.csv
ZHANG Ning,,4,FALL,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Men,Final,2008-06-27,/api/v1/category_rounds/880/results,/api/v1/events/518/result/2,True,8.69,False,8.08,,,False,FALL,2008-06-27_Qinghai_Speed_Men_Final.csv
Vaitsekhovskii Evgenii,,5,9.53,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Men,Final,2008-06-27,/api/v1/category_rounds/880/results,/api/v1/events/518/result/2,False,9.53,,,,,,,2008-06-27_Qinghai_Speed_Men_Final.csv
PAN JinYu,,6,11.02,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Men,Final,2008-06-27,/api/v1/category_rounds/880/results,/api/v1/events/518/result/2,False,11.02,,,,,,,2008-06-27_Qinghai_Speed_Men_Final.csv
Sinitcyn Sergei,,7,11.16,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Men,Final,2008-06-27,/api/v1/category_rounds/880/results,/api/v1/events/518/result/2,False,11.16,,,,,,,2008-06-27_Qinghai_Speed_Men_Final.csv
Perov Aleksey,,8,11.57,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Men,Final,2008-06-27,/api/v1/category_rounds/880/results,/api/v1/events/518/result/2,False,11.57,,,,,,,2008-06-27_Qinghai_Speed_Men_Final.csv
