name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Moroni Gabriele,ITA,1,4t11 4b11,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,1,1,1,1,8,8,1,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Lama David,AUT,2,3t5 4b6,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,2,2,2,2,1,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Sharafutdinov Dmitrii,RUS,3,3t6 4b6,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,2,2,X,1,2,2,2,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Fischhuber Kilian,AUT,4,3t6 3b6,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,1,1,X,X,4,4,1,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Matsushima Akito,JPN,5,2t3 3b3,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,2,1,X,1,X,X,1,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Shalagin Mykhaylo,UKR,6,2t7 4b11,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,3,3,3,4,4,X,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Müller Matthias,SUI,7,2t7 4b14,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,2,X,5,6,6,1,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Lachat Cédric,SUI,8,2t8 4b8,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,X,3,3,3,5,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Laurence Ludovic,FRA,9,2t11 3b12,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,X,X,8,8,3,3,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Gelmanov Rustam,RUS,10,1t1 3b3,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,X,1,X,X,1,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Pouvreau Gérome,FRA,11,1t1 3b7,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,X,5,X,X,1,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Sommer Remo,SUI,12,1t3 3b6,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,X,X,3,3,X,2,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Becan Klemen,SLO,13,1t4 3b6,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,X,X,4,4,X,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Ramsamy Joackym,FRA,14,1t6 4b15,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,3,X,2,6,6,X,4,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Hori Tsukuru,JPN,15,0t 3b10,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,X,5,X,X,X,4,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Watson Stewart,GBR,16,0t 3b11,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,X,5,X,X,X,5,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Son Sangwon,KOR,17,0t 3b14,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,6,X,6,X,X,X,2,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Jongeneelen Wouter,NED,18,0t 2b2,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,X,X,X,X,X,1,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Meral Julien,FRA,19,0t 2b3,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,X,X,X,X,X,2,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
Rant Blaz,SLO,20,0t 1b1,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,515,2008,Grindelwald,Boulder,Men,Semi-Final,2008-05-30,/api/v1/category_rounds/857/results,/api/v1/events/515/result/3,X,1,X,X,X,X,X,X,2008-05-30_Grindelwald_Boulder_Men_Semi-Final.csv
