name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Lama David,AUT,1,4t5 4b4,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,1,1,2,1,1,1,1,1,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Fischhuber Kilian,AUT,2,4t7 4b6,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,1,1,2,2,2,1,2,2,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
McColl Sean,CAN,3,3t4 4b6,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,1,1,2,1,X,3,1,1,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Gelmanov Rustam,RUS,4,3t6 3b5,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,2,1,1,1,X,X,3,3,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Hori Tsukuru,JPN,5,3t11 3b6,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,4,1,3,1,4,4,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Moroni Gabriele,ITA,6,3t14 3b9,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,2,2,7,6,X,X,5,1,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Baumann Jonas,GER,7,1t1 3b6,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,1,1,X,2,X,3,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Matsushima Akito,JPN,8,1t1 3b9,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,1,1,X,1,X,X,X,7,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Preti Lucas,ITA,9,1t3 3b14,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,6,3,3,X,5,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Glairon Mondet Guillaume,FRA,10,1t4 2b8,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,4,X,X,X,X,4,4,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Sugita Masatoshi,JPN,11,1t5 3b7,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,1,X,1,X,X,5,5,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Rakhmetov Salavat,RUS,12,0t 3b5,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,2,X,1,X,2,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Caminati Michele,ITA,13,0t 2b2,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,1,X,X,X,1,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Shalagin Mykhaylo,UKR,14,0t 2b2,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,1,X,X,X,1,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Stranik Martin,CZE,15,0t 1b1,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,X,X,1,X,X,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Macias Matutano Bruno,ESP,16,0t 1b1,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,X,X,X,X,1,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Müller Matthias,SUI,17,0t 1b1,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,1,X,X,X,X,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Dugit Fabien,FRA,18,0t 1b2,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,2,X,X,X,X,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Core Christian,ITA,19,0t 1b2,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,X,X,X,X,2,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
Caleyron Thomas,FRA,20,0t 1b2,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Men,Semi-Final,2008-06-13,/api/v1/category_rounds/869/results,/api/v1/events/517/result/3,X,2,X,X,X,X,X,X,2008-06-13_Fiera di Primiero_Boulder_Men_Semi-Final.csv
