name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Abramchuk Yulia,RUS,1,3t3 4b4,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Semi-Final,2008-06-13,/api/v1/category_rounds/866/results,/api/v1/events/517/result/7,1,1,1,1,1,1,X,1,2008-06-13_Fiera di Primiero_Boulder_Women_Semi-Final.csv
Bibik Olga,RUS,2,3t5 4b6,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Semi-Final,2008-06-13,/api/v1/category_rounds/866/results,/api/v1/events/517/result/7,1,1,2,2,2,2,X,1,2008-06-13_Fiera di Primiero_Boulder_Women_Semi-Final.csv
Vidmar Katja,SLO,3,3t6 4b4,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Semi-Final,2008-06-13,/api/v1/category_rounds/866/results,/api/v1/events/517/result/7,1,1,1,1,4,1,X,1,2008-06-13_Fiera di Primiero_Boulder_Women_Semi-Final.csv
Stöhr Anna,AUT,4,2t2 4b4,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Semi-Final,2008-06-13,/api/v1/category_rounds/866/results,/api/v1/events/517/result/7,1,1,1,1,X,1,X,1,2008-06-13_Fiera di Primiero_Boulder_Women_Semi-Final.csv
Chevrier Anne-Laure,FRA,5,2t4 3b4,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Semi-Final,2008-06-13,/api/v1/category_rounds/866/results,/api/v1/events/517/result/7,1,1,3,2,X,X,X,1,2008-06-13_Fiera di Primiero_Boulder_Women_Semi-Final.csv
Rajfova Silvie,CZE,6,2t5 3b3,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Semi-Final,2008-06-13,/api/v1/category_rounds/866/results,/api/v1/events/517/result/7,4,1,X,X,1,1,X,1,2008-06-13_Fiera di Primiero_Boulder_Women_Semi-Final.csv
Avezou Cecile,FRA,7,2t7 3b6,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Semi-Final,2008-06-13,/api/v1/category_rounds/866/results,/api/v1/events/517/result/7,3,1,X,X,4,4,X,1,2008-06-13_Fiera di Primiero_Boulder_Women_Semi-Final.csv
Caprez Nina,SUI,8,2t9 4b10,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Semi-Final,2008-06-13,/api/v1/category_rounds/866/results,/api/v1/events/517/result/7,5,1,X,6,4,2,X,1,2008-06-13_Fiera di Primiero_Boulder_Women_Semi-Final.csv
Saurwein Katharina,AUT,9,1t1 4b5,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Semi-Final,2008-06-13,/api/v1/category_rounds/866/results,/api/v1/events/517/result/7,1,1,X,2,X,1,X,1,2008-06-13_Fiera di Primiero_Boulder_Women_Semi-Final.csv
Noguchi Akiyo,JPN,10,1t1 4b7,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,517,2008,Fiera di Primiero,Boulder,Women,Semi-Final,2008-06-13,/api/v1/category_rounds/866/results,/api/v1/events/517/result/7,1,1,X,3,X,2,X,1,2008-06-13_Fiera di Primiero_Boulder_Women_Semi-Final.csv
