name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Tuzhylina Svitlana,UKR,1,32.020,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
Stenkovaya Anna,RUS,2,32.280,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
Blanco Lucelia,VEN,3,33.590,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
Ropek Edyta,POL,4,34.870,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
Morozkina Olga,RUS,5,35.650,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
Ryepko Olena,UKR,6,35.770,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
Yurina Valentina,RUS,7,36.290,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
Li Chunhua,CHN,8,37.500,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
Bezhko Olga,UKR,9,40.510,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
Graftiaux Chloé,BEL,10,41.090,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
He Cuifang,CHN,11,42.140,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
Rodriguez Francis,VEN,12,44.590,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
Graftiaux Alix,BEL,13,50.220,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,524,2008,Puurs,Speed,Women,Qualification,2008-09-26,/api/v1/category_rounds/916/results,/api/v1/events/524/result/6
