name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Blanco Lucelia,,1,21.57,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,True,26.85,True,23.16,True,22.31,True,21.57,,
Ropek Edyta,,2,23.32,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,True,24.27,True,24.42,True,22.06,False,23.32,,
Ryepko Olena,,3,20.85,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,True,23.53,True,11.81,False,22.79,,,True,20.85
Yurina Valentina,,4,22.16,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,True,25.99,True,24.09,False,24.46,,,False,22.16
Da Silva Rosmery,,5,23.58,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,True,24.34,False,23.58,,,,,,
Bezhko Olga,,6,24.93,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,True,26.87,False,24.93,,,,,,
Mylnikova Anna,,7,25.25,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,True,25.58,False,25.25,,,,,,
Stenkovaya Anna,,8,26.23,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,True,28.41,False,26.23,,,,,,
Tuzhylina Svitlana,,9,25.25,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,False,25.25,,,,,,,,
Savchenko Ganna,,10,25.65,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,False,25.65,,,,,,,,
Morozkina Olga,,11,27.24,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,False,27.24,,,,,,,,
Piratinskaya Mayya,,12,29.96,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,False,29.96,,,,,,,,
Prokopiuk-Kawecka Monika,,13,32.17,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,False,32.17,,,,,,,,
Miroslaw Katarzyna,,14,34.11,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,False,34.11,,,,,,,,
Rodriguez Francis,,15,FALL,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,False,FALL,,,,,,,,
Polekhina Kseniya,,16,FALL,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,513,2008,Trento,Speed,Women,Final,2008-04-27,/api/v1/category_rounds/844/results,/api/v1/events/513/result/6,False,FALL,,,,,,,,
