name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Ernst Johanna,AUT,1,Top,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,526,2008,Kranj,Lead,Women,Qualification,2008-11-15,/api/v1/category_rounds/933/results,/api/v1/events/526/result/5,Top,2008-11-15_Kranj_Lead_Women_Qualification.csv
Vidmar Maja,SLO,1,Top,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,526,2008,Kranj,Lead,Women,Qualification,2008-11-15,/api/v1/category_rounds/933/results,/api/v1/events/526/result/5,Top,2008-11-15_Kranj_Lead_Women_Qualification.csv
Noguchi Akiyo,JPN,1,Top,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,526,2008,Kranj,Lead,Women,Qualification,2008-11-15,/api/v1/category_rounds/933/results,/api/v1/events/526/result/5,Top,2008-11-15_Kranj_Lead_Women_Qualification.csv
Ciavaldini Caroline,FRA,1,Top,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,526,2008,Kranj,Lead,Women,Qualification,2008-11-15,/api/v1/category_rounds/933/results,/api/v1/events/526/result/5,Top,2008-11-15_Kranj_Lead_Women_Qualification.csv
Gros Natalija,SLO,1,Top,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,526,2008,Kranj,Lead,Women,Qualification,2008-11-15,/api/v1/category_rounds/933/results,/api/v1/events/526/result/5,Top,2008-11-15_Kranj_Lead_Women_Qualification.csv
Durif Charlotte,FRA,1,Top,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,526,2008,Kranj,Lead,Women,Qualification,2008-11-15,/api/v1/category_rounds/933/results,/api/v1/events/526/result/5,Top,2008-11-15_Kranj_Lead_Women_Qualification.csv
Chereshneva Yana,RUS,1,Top,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,526,2008,Kranj,Lead,Women,Qualification,2008-11-15,/api/v1/category_rounds/933/results,/api/v1/events/526/result/5,Top,2008-11-15_Kranj_Lead_Women_Qualification.csv
Markovic Mina,SLO,1,Top,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,526,2008,Kranj,Lead,Women,Qualification,2008-11-15,/api/v1/category_rounds/933/results,/api/v1/events/526/result/5,Top,2008-11-15_Kranj_Lead_Women_Qualification.csv
Shalagina Olga,UKR,1,Top,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,526,2008,Kranj,Lead,Women,Qualification,2008-11-15,/api/v1/category_rounds/933/results,/api/v1/events/526/result/5,Top,2008-11-15_Kranj_Lead_Women_Qualification.csv
Saurwein Katharina,AUT,1,Top,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,526,2008,Kranj,Lead,Women,Qualification,2008-11-15,/api/v1/category_rounds/933/results,/api/v1/events/526/result/5,Top,2008-11-15_Kranj_Lead_Women_Qualification.csv
