name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
Ernst Johanna,AUT,1,Top,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,Top
Markovic Mina,SLO,2,Top,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,Top
Gros Natalija,SLO,3,50-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,50-
Chereshneva Yana,RUS,4,48-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,48-
Sarkany Muriel,BEL,5,47-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,47-
Durif Charlotte,FRA,6,44-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,44-
Bacher Barbara,AUT,7,44-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,44-
Eyer Alexandra,SUI,8,44-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,44-
Malamid Evgeniia,RUS,9,44-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,44-
Eiter Angela,AUT,10,43,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,43
Kobayashi Yuka,JPN,11,43-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,43-
Schranz Christine,AUT,12,42+,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,42+
schöpf Bettina,AUT,13,41,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,41
Tanaka Aki,JPN,13,41,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,41
Thévenet Marine,FRA,15,37-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,37-
Morozkina Olga,RUS,16,36,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,36
Ciavaldini Caroline,FRA,17,21-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,21-
Li Chunhua,CHN,18,21-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,21-
PAN Xuhua,CHN,19,19-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,19-
Zhang Dan,CHN,20,18.5,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,18.5
Piratinskaya Mayya,RUS,21,17-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,17-
Iskakova Aliya,KAZ,22,17-,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,17-
Matthews Sarah,AUS,23,16+,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Lead,Women,Semi-Final,2008-06-27,/api/v1/category_rounds/872/results,/api/v1/events/518/result/5,16+
