name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
Amma Sachi,JPN,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Ballet Thomas,FRA,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Comina Fabien,FRA,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Fuselier Michaël,FRA,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Guerimand Flavien,FRA,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Julian  Puigblanque Ramón ,ESP,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Kim Jaha,KOR,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Lachat Cédric,SUI,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Lama David,AUT,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Midtboe Magnus,NOR,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Min Hyunbin,KOR,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Mrázek Tomás,CZE,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Romain Manuel,FRA,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Schubert Jakob,AUT,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Usobiaga Lakunza Patxi,ESP,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Verhoeven Jorg,NED,1,Top,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,Top
Son Sangwon,KOR,17,41-,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,41-
Kalina Alexander,RUS,18,40+,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,40+
Szekely Gabor,HUN,18,40+,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,40+
Becan Klemen,SLO,20,40,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,40
Desgranges Romain,FRA,21,38-,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,38-
Lopez Mateos Eric ,ESP,21,37-,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,37-
McColl Sean,CAN,21,37-,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,37-
Watanabe Kazuma,JPN,21,38-,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,38-
Barbero Alfonso Pablo ,ESP,25,36,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,520,2008,Chamonix,Lead,Men,Qualification,2008-07-12,/api/v1/category_rounds/892/results,/api/v1/events/520/result/1,36
