name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Li Chunhua,,1,10.63,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Women,Final,2008-06-27,/api/v1/category_rounds/875/results,/api/v1/events/518/result/6,True,11.65,True,10.58,True,10.63,,,2008-06-27_Qinghai_Speed_Women_Final.csv
He Cuifang,,2,13.06,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Women,Final,2008-06-27,/api/v1/category_rounds/875/results,/api/v1/events/518/result/6,True,12.72,True,11.25,False,13.06,,,2008-06-27_Qinghai_Speed_Women_Final.csv
He CuiLian,,3,11.75,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Women,Final,2008-06-27,/api/v1/category_rounds/875/results,/api/v1/events/518/result/6,True,13.38,False,12.21,,,True,11.75,2008-06-27_Qinghai_Speed_Women_Final.csv
PAN Xuhua,,4,FALL,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Women,Final,2008-06-27,/api/v1/category_rounds/875/results,/api/v1/events/518/result/6,True,13.81,False,11.99,,,False,FALL,2008-06-27_Qinghai_Speed_Women_Final.csv
Ropek Edyta,,5,16.07,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Women,Final,2008-06-27,/api/v1/category_rounds/875/results,/api/v1/events/518/result/6,False,16.079,,,,,,,2008-06-27_Qinghai_Speed_Women_Final.csv
Morozkina Olga,,6,17.23,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Women,Final,2008-06-27,/api/v1/category_rounds/875/results,/api/v1/events/518/result/6,False,17.23,,,,,,,2008-06-27_Qinghai_Speed_Women_Final.csv
Zhang Dan,,7,17.33,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Women,Final,2008-06-27,/api/v1/category_rounds/875/results,/api/v1/events/518/result/6,False,17.33,,,,,,,2008-06-27_Qinghai_Speed_Women_Final.csv
Stenkovaya Anna,,8,19.62,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,518,2008,Qinghai,Speed,Women,Final,2008-06-27,/api/v1/category_rounds/875/results,/api/v1/events/518/result/6,False,19.62,,,,,,,2008-06-27_Qinghai_Speed_Women_Final.csv
