name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Avezou Cecile,FRA,1,5t5 5b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Qualification,2008-04-18,/api/v1/category_rounds/837/results,/api/v1/events/512/result/7,1,1,1,1,1,1,1,1,1,1
Levet Sandrine,FRA,1,5t5 5b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Qualification,2008-04-18,/api/v1/category_rounds/837/results,/api/v1/events/512/result/7,1,1,1,1,1,1,1,1,1,1
Noguchi Akiyo,JPN,1,5t5 5b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Qualification,2008-04-18,/api/v1/category_rounds/837/results,/api/v1/events/512/result/7,1,1,1,1,1,1,1,1,1,1
Gros Natalija,SLO,4,5t6 5b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Qualification,2008-04-18,/api/v1/category_rounds/837/results,/api/v1/events/512/result/7,1,1,2,1,1,1,1,1,1,1
Saurwein Katharina,AUT,4,5t6 5b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Qualification,2008-04-18,/api/v1/category_rounds/837/results,/api/v1/events/512/result/7,1,1,2,1,1,1,1,1,1,1
Shalagina Olga,UKR,4,5t6 5b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Qualification,2008-04-18,/api/v1/category_rounds/837/results,/api/v1/events/512/result/7,1,1,1,1,1,1,2,1,1,1
Vidmar Katja,SLO,4,5t6 5b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Qualification,2008-04-18,/api/v1/category_rounds/837/results,/api/v1/events/512/result/7,2,1,1,1,1,1,1,1,1,1
Abramchuk Yulia,RUS,8,5t7 5b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Qualification,2008-04-18,/api/v1/category_rounds/837/results,/api/v1/events/512/result/7,2,1,2,1,1,1,1,1,1,1
Graftiaux Chloé,BEL,8,5t7 5b5,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Qualification,2008-04-18,/api/v1/category_rounds/837/results,/api/v1/events/512/result/7,1,1,1,1,1,1,3,1,1,1
Chevrier Anne-Laure,FRA,10,5t7 5b7,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,512,2008,Hall,Boulder,Women,Qualification,2008-04-18,/api/v1/category_rounds/837/results,/api/v1/events/512/result/7,1,1,1,1,2,2,2,2,1,1
