name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Fujii Kokoro,JPN,1,4t7 4b6,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,2,2,1,1,2,2,2,1,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
Bonder Jeremy,FRA,2,3t6 4b7,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,X,1,2,2,1,1,3,3,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
Gelmanov Rustam,RUS,2,3t6 4b7,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,X,2,1,1,3,3,2,1,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
Sharafutdinov Dmitrii,RUS,4,2t2 4b4,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,X,1,1,1,1,1,X,1,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
Piccolruaz Michael,ITA,5,2t3 4b6,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,1,1,X,1,2,2,X,2,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
Rugens Rolands,LVA,5,2t3 4b6,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,X,1,2,1,1,1,X,3,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
McColl Sean,CAN,7,2t4 4b6,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,X,2,2,2,2,1,X,1,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
Kruder Jernej,SLO,8,2t4 4b8,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,X,1,2,1,2,1,X,5,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
Hojer Jan,GER,9,2t4 3b4,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,X,X,2,2,2,1,X,1,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
Averdunk Alexander,GER,10,2t6 4b15,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,2,1,X,6,4,4,X,4,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
Ogata Yoshiyuki,JPN,11,2t7 4b8,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,4,3,X,1,3,3,X,1,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
Landman Tyler,GBR,12,1t2 4b7,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,X,2,X,2,2,2,X,1,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
Rubtsov  Aleksei,RUS,13,1t2 4b9,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,938,2016,Kazo,Boulder,Men,Semi-Final,2016-04-23,/api/v1/category_rounds/3812/results,/api/v1/events/938/result/3,X,1,2,1,X,5,X,2,2016-04-23_Kazo_Boulder_Men_Semi-Final.csv
