name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Alipourshenazandifar Reza,IRI,1,5.960,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Boldyrev Danyil,UKR,2,6.000,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Hroza Libor,CZE,3,6.140,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Shikov Aleksandr,RUS,4,6.230,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Kokorin Stanislav,RUS,5,6.280,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Mawem Bassa,FRA,6,6.300,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Dzienski Marcin,POL,7,6.350,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Gontero Leonardo,ITA,8,6.390,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Zhong QiXin,CHN,9,6.420,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Artamonov  Georgy,RUS,10,6.530,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Nambot Quentin,FRA,10,6.530,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Timofeev Dmitrii,RUS,10,6.530,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Kriz Jan,CZE,13,6.550,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Brosler John,USA,14,6.610,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Fossali Ludovico,ITA,15,6.670,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Pavlenko Kostiantyn,UKR,16,6.700,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Ou ZhiYong,CHN,17,6.740,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Zodda Gian Luca,ITA,18,6.790,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Moro Guillaume,FRA,19,6.800,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Bogomolov Arsenii,RUS,20,6.810,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Lee Seungbeom,KOR,21,6.960,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Zama Stanislao,ITA,21,6.960,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Hammer Max,USA,23,7.010,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
LIN PengHui,CHN,24,7.210,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
Cole Gentry,USA,25,7.220,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2,2016-09-14_Paris_Speed_Men_Qualification.csv
