name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
Garnbret Janja,SLO,1,Top,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,Top
Verhoeven Anak,BEL,1,Top,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,Top
Kim Jain,KOR,3,44+,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,44+
Markovic Mina,SLO,4,44+,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,44+
Noguchi Akiyo,JPN,5,38+,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,38+
Romain Salomé,FRA,6,38+,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,38+
Pilz Jessica,AUT,7,38,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,38
Chanourdie Julia,FRA,8,36+,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,36+
Röck Magdalena,AUT,9,36+,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,36+
Becerra Mathilde,FRA,10,34+,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,34+
Kobayashi Yuka,JPN,11,32+,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,32+
RENQING LaMu,CHN,12,31+,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,31+
Janicot Hélène,FRA,13,31,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,31
Ota Risa,JPN,14,31,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,31
Posch Katharina,AUT,15,30,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5,30
