name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Noguchi Akiyo,JPN,1,4t4 4b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Semi-Final,2016-05-20,/api/v1/category_rounds/3835/results,/api/v1/events/942/result/7,1,1,1,1,1,1,1,1,2016-05-20_Tyrol_Boulder_Women_Semi-Final.csv
Nonaka Miho,JPN,2,4t6 4b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Semi-Final,2016-05-20,/api/v1/category_rounds/3835/results,/api/v1/events/942/result/7,2,2,2,1,1,1,1,1,2016-05-20_Tyrol_Boulder_Women_Semi-Final.csv
Mascarenas Megan,USA,3,4t6 4b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Semi-Final,2016-05-20,/api/v1/category_rounds/3835/results,/api/v1/events/942/result/7,3,3,1,1,1,1,1,1,2016-05-20_Tyrol_Boulder_Women_Semi-Final.csv
Sa Sol,KOR,3,4t6 4b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Semi-Final,2016-05-20,/api/v1/category_rounds/3835/results,/api/v1/events/942/result/7,3,3,1,1,1,1,1,1,2016-05-20_Tyrol_Boulder_Women_Semi-Final.csv
Garnbret Janja,SLO,5,4t7 4b7,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Semi-Final,2016-05-20,/api/v1/category_rounds/3835/results,/api/v1/events/942/result/7,3,3,1,1,2,2,1,1,2016-05-20_Tyrol_Boulder_Women_Semi-Final.csv
Coxsey Shauna,GBR,6,4t8 4b8,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Semi-Final,2016-05-20,/api/v1/category_rounds/3835/results,/api/v1/events/942/result/7,4,4,2,2,1,1,1,1,2016-05-20_Tyrol_Boulder_Women_Semi-Final.csv
Stöhr Anna,AUT,6,4t8 4b8,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Semi-Final,2016-05-20,/api/v1/category_rounds/3835/results,/api/v1/events/942/result/7,4,4,2,2,1,1,1,1,2016-05-20_Tyrol_Boulder_Women_Semi-Final.csv
Le Neve Melissa,FRA,8,3t3 4b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Semi-Final,2016-05-20,/api/v1/category_rounds/3835/results,/api/v1/events/942/result/7,1,1,1,1,X,1,1,1,2016-05-20_Tyrol_Boulder_Women_Semi-Final.csv
Gejo Stasa,SRB,9,3t4 4b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Semi-Final,2016-05-20,/api/v1/category_rounds/3835/results,/api/v1/events/942/result/7,1,1,2,2,X,1,1,1,2016-05-20_Tyrol_Boulder_Women_Semi-Final.csv
Pilz Jessica,AUT,10,3t7 4b8,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Women,Semi-Final,2016-05-20,/api/v1/category_rounds/3835/results,/api/v1/events/942/result/7,5,4,1,1,X,2,1,1,2016-05-20_Tyrol_Boulder_Women_Semi-Final.csv
