name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Sa Sol,KOR,1,3t11 4b15,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,4,3,3,2,4,4,X,6,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Noguchi Akiyo,JPN,2,3t11 4b16,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,1,1,2,1,X,7,8,7,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Nonaka Miho,JPN,3,2t2 4b7,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,1,1,X,1,X,4,1,1,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Saurwein Katharina,AUT,4,2t4 4b10,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,2,2,X,2,X,4,2,2,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Retschy Monika,GER,5,2t8 4b11,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,X,2,X,3,5,5,3,1,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Le Neve Melissa,FRA,6,1t1 3b4,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,X,2,X,1,X,X,1,1,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Kaiser Clementine,FRA,7,1t2 3b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,X,1,X,X,X,3,2,2,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Gibert Fanny,FRA,8,1t3 3b12,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,X,4,X,5,X,X,3,3,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Coxsey Shauna,GBR,9,1t3 2b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,X,X,X,3,3,3,X,X,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Lee Hung Ying,TPE,10,1t7 3b16,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,X,4,X,5,X,X,7,7,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Crane Leah,GBR,11,0t 2b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,X,X,X,2,X,X,X,3,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Schwaiger Berit,AUT,12,0t 2b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,X,X,X,4,X,X,X,2,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Sinnhuber Karoline,AUT,13,0t 2b9,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,X,3,X,X,X,X,X,6,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Kotake Mei,JPN,14,0t 2b11,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,X,X,X,4,X,X,X,7,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
Pinggera Julia,AUT,15,0t 2b12,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Semi-Final,2016-05-14,/api/v1/category_rounds/3829/results,/api/v1/events/941/result/7,X,3,X,X,X,X,X,9,2016-05-14_NaviMumbai_Boulder_Women_Semi-Final.csv
