name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Garnbret Janja,SLO,1,4t11 4b11,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,4,4,5,5,1,1,1,1
Kaiser Clementine,FRA,2,2t2 3b3,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,1,1,1,1,X,1
Le Neve Melissa,FRA,2,2t2 3b3,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,1,1,X,X,1,1,X,1
Mascarenas Megan,USA,4,2t2 2b2,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,1,1,1,1
Noguchi Akiyo,JPN,4,2t2 2b2,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,1,1,1,1
Coxsey Shauna,GBR,6,2t3 2b3,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,1,1,2,2
Gibert Fanny,FRA,7,2t11 3b12,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,2,9,9,2,1,X,X
Tracy Michaela,GBR,8,1t1 2b3,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,1,1,X,2
Gejo Stasa,SRB,9,1t1 2b5,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,1,1,X,4
Klingler Petra,SUI,10,1t1 2b11,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,10,1,1,X,X
Crane Leah,GBR,11,1t1 1b1,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,1,1,X,X
Pilz Jessica,AUT,11,1t1 1b1,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,1,1,X,X
Sa Sol,KOR,13,1t2 1b2,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,2,2,X,X
Nonaka Miho,JPN,14,1t4 1b1,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,4,1,X,X
Caulier Chloe,BEL,15,1t6 3b13,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,6,6,X,2,X,5
Saurwein Katharina,AUT,16,0t 2b8,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,X,4,X,4
Yip Alannah,CAN,17,0t 1b4,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,X,4,X,X
Dufraisse Alizée,FRA,18,0t 0b,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,X,X,X,X
Hayes Margo,USA,18,0t 0b,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,X,X,X,X
Zijlstra Vera,NED,18,0t 0b,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,937,2016,Meiringen,Boulder,Women,Semi-Final,2016-04-15,/api/v1/category_rounds/3803/results,/api/v1/events/937/result/7,X,X,X,X,X,X,X,X
