name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Alipourshenazandifar Reza,IRI,1,5.940,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Dzienski Marcin,POL,2,6.020,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Mawem Bassa,FRA,3,6.120,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Hroza Libor,CZE,4,6.150,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Boldyrev Danyil,UKR,5,6.170,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Kokorin Stanislav,RUS,6,6.200,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Shilov Aleksandr,RUS,7,6.250,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Timofeev Dmitrii,RUS,7,6.250,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Nambot Quentin,FRA,9,6.360,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Moro Guillaume,FRA,10,6.420,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Artamonov  Georgy,RUS,11,6.470,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Gontero Leonardo,ITA,11,6.470,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Bogomolov Arsenii,RUS,13,6.480,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Shevchenko Arsenii,RUS,13,6.480,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Pavlenko Kostiantyn,UKR,15,6.550,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Deulin Vladislav,RUS,16,6.580,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Fossali Ludovico,ITA,17,6.660,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Kriz Jan,CZE,18,6.680,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Halasa Rafal,POL,19,6.700,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Zodda Gian Luca,ITA,20,6.840,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Santoni Alessandro,ITA,21,7.010,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Zama Stanislao,ITA,22,7.050,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Mohammadi Morteza,IRI,23,7.080,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Lewicki Michal,POL,24,7.230,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Vaitsekhovskii Evgenii,RUS,25,7.320,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Dorigatti Cristian,ITA,26,7.400,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Knapp Lukas,AUT,27,7.660,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
Cho Seungwoon,KOR,28,8.210,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
McColl Sean,CAN,29,8.850,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
KIM Hanwool,KOR,30,9.230,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",945,2016,Villars,Speed,Men,Qualification,2016-07-15,/api/v1/category_rounds/3864/results,/api/v1/events/945/result/2
