name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Le Neve Melissa,FRA,1,4t4 5b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Qualification,2016-05-14,/api/v1/category_rounds/3828/results,/api/v1/events/941/result/7,1,1,1,1,X,1,1,1,1,1,2016-05-14_NaviMumbai_Boulder_Women_Qualification.csv
Noguchi Akiyo,JPN,1,4t4 5b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Qualification,2016-05-14,/api/v1/category_rounds/3828/results,/api/v1/events/941/result/7,1,1,1,1,X,1,1,1,1,1,2016-05-14_NaviMumbai_Boulder_Women_Qualification.csv
Nonaka Miho,JPN,1,4t4 5b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Qualification,2016-05-14,/api/v1/category_rounds/3828/results,/api/v1/events/941/result/7,1,1,1,1,X,1,1,1,1,1,2016-05-14_NaviMumbai_Boulder_Women_Qualification.csv
Coxsey Shauna,GBR,4,4t5 5b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Qualification,2016-05-14,/api/v1/category_rounds/3828/results,/api/v1/events/941/result/7,1,1,2,1,X,1,1,1,1,1,2016-05-14_NaviMumbai_Boulder_Women_Qualification.csv
Lee Hung Ying,TPE,4,4t5 5b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Qualification,2016-05-14,/api/v1/category_rounds/3828/results,/api/v1/events/941/result/7,1,1,2,1,X,1,1,1,1,1,2016-05-14_NaviMumbai_Boulder_Women_Qualification.csv
Kaiser Clementine,FRA,6,4t5 5b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Qualification,2016-05-14,/api/v1/category_rounds/3828/results,/api/v1/events/941/result/7,1,1,1,1,X,1,2,2,1,1,2016-05-14_NaviMumbai_Boulder_Women_Qualification.csv
Kotake Mei,JPN,7,4t8 5b8,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Qualification,2016-05-14,/api/v1/category_rounds/3828/results,/api/v1/events/941/result/7,1,1,4,2,X,2,2,2,1,1,2016-05-14_NaviMumbai_Boulder_Women_Qualification.csv
Gibert Fanny,FRA,8,3t3 5b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Qualification,2016-05-14,/api/v1/category_rounds/3828/results,/api/v1/events/941/result/7,1,1,1,1,X,2,X,1,1,1,2016-05-14_NaviMumbai_Boulder_Women_Qualification.csv
Sakamoto  Ayari,JPN,9,3t3 5b7,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Qualification,2016-05-14,/api/v1/category_rounds/3828/results,/api/v1/events/941/result/7,X,3,1,1,X,1,1,1,1,1,2016-05-14_NaviMumbai_Boulder_Women_Qualification.csv
Sinnhuber Karoline,AUT,10,3t3 5b9,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,941,2016,NaviMumbai,Boulder,Women,Qualification,2016-05-14,/api/v1/category_rounds/3828/results,/api/v1/events/941/result/7,1,1,X,5,X,1,1,1,1,1,2016-05-14_NaviMumbai_Boulder_Women_Qualification.csv
