name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Ondra Adam,CZE,1,2t4 4b9,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,1,1,3,1,X,2,X,5,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Bonder Jeremy,FRA,2,2t5 4b12,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,2,1,3,3,X,5,X,3,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Mawem Mickael,FRA,3,2t5 3b3,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,3,1,2,1,X,X,X,1,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Cornu Manuel,FRA,4,2t5 3b5,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,X,1,1,1,X,X,4,3,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Hori Tsukuru,JPN,5,1t1 4b8,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,X,1,X,2,1,1,X,4,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Narasaki Tomoa,JPN,6,1t1 3b5,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,X,1,1,1,X,X,X,3,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Rubtsov  Aleksei,RUS,7,1t1 3b7,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,1,1,X,1,X,X,X,5,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Takata Tomoaki,JPN,8,1t1 2b2,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,1,1,X,1,X,X,X,X,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Chon Jongwon,KOR,9,1t1 2b4,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,X,X,X,3,1,1,X,X,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Moroni Gabriele,ITA,10,1t4 2b6,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,X,X,4,2,X,4,X,X,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Kruder Jernej,SLO,11,0t 4b9,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,X,1,X,1,X,1,X,6,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Fujii Kokoro,JPN,12,0t 3b4,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,X,1,X,1,X,2,X,X,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Levier Alban,FRA,12,0t 3b4,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,X,1,X,2,X,X,X,1,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
McColl Sean,CAN,14,0t 3b5,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,X,2,X,2,X,1,X,X,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
Topishko Sergii,UKR,15,0t 3b8,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3,X,1,X,2,X,X,X,5,2016-09-14_Paris_Boulder_Men_Semi-Final.csv
