name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
Ondra Adam,CZE,1,46+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,46+
Skofic Domen,SLO,2,45+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,45+
Supper Gautier,FRA,3,44,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,44
Schubert Jakob,AUT,4,43+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,43+
Desgranges Romain,FRA,4,43+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,43+
McColl Sean,CAN,6,43,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,43
Julian  Puigblanque Ramón ,ESP,6,43,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,43
Ghisolfi Stefano,ITA,8,42+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,42+
Korenaga Keiichiro,JPN,8,42+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,42+
Halenke Sebastian,GER,10,42,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,42
Fakirianov Dmitrii,RUS,11,41+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,41+
Primozic Urban,SLO,12,39,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,39
Vettorata Francesco,ITA,13,35+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,35+
Timmermans Loïc,BEL,13,35+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,35+
Puman Hannes,SWE,15,31+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,31+
Samoilov Fedir,UKR,16,30,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,30
Lehmann Sascha,SUI,17,26+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,26+
Firnenburg David,GER,17,26+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,26+
Parma Georg,AUT,19,25+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,25+
Gotta Alberto,ITA,19,25+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,25+
Park Jihwan,KOR,21,25,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,25
Huser Kevin,SUI,22,24+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,24+
Konecny Jakub,CZE,23,22+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,22+
Higuchi Masahiro,JPN,24,21+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,21+
Shimatani Naoki,JPN,25,21,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,21
Rudigier Max,AUT,26,13+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,13+
Joannes Thomas,FRA,26,13+,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1,13+
