name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
McColl Sean,CAN,1,4t5 4b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,1,1,1,1,2,2,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Chon Jongwon,KOR,2,4t8 4b7,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,1,1,1,1,5,4,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Sharafutdinov Dmitrii,RUS,3,3t5 4b7,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,2,3,3,1,1,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Stranik Martin,CZE,4,2t2 4b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,1,1,1,X,1,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Narasaki Tomoa,JPN,5,2t2 4b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,2,1,1,X,1,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Rugens Rolands,LVA,6,2t2 4b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,3,X,1,1,1,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Cornu Manuel,FRA,7,2t3 4b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,1,2,1,X,2,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Caleyron Thomas,FRA,8,2t4 3b6,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,2,1,X,X,2,1,X,4,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Mawem Mickael,FRA,9,2t4 3b8,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,X,3,3,X,4,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Fujii Kokoro,JPN,10,2t5 4b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,1,4,2,X,1,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Levier Alban,FRA,11,2t5 4b7,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,3,1,X,1,X,4,2,1,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Barrans David,GBR,12,2t5 3b3,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,3,1,X,1,2,1,X,X,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Scarperi Stefan,ITA,13,2t6 4b9,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,X,4,3,1,3,1,X,3,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Kruder Jernej,SLO,14,1t1 4b4,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,1,X,1,X,1,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Moroni Gabriele,ITA,15,1t1 4b5,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,1,X,1,X,2,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Rubtsov  Aleksei,RUS,16,1t1 4b10,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,3,X,1,X,5,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Phillips Nathan,GBR,17,1t1 3b3,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,1,X,1,X,X,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
Piccolruaz Michael,ITA,17,1t1 3b3,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,942,2016,Tyrol,Boulder,Men,Semi-Final,2016-05-20,/api/v1/category_rounds/3838/results,/api/v1/events/942/result/3,1,1,X,1,X,X,X,1,2016-05-20_Tyrol_Boulder_Men_Semi-Final.csv
