name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Susanti Rahayu Aries,INA,1,7.680,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Jaubert Anouck,FRA,2,7.800,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Tsyganova Anna,RUS,3,8.070,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Krasavina Mariia,RUS,4,8.120,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Lestari Puji,INA,5,8.330,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Ivanova Elizaveta,RUS,6,8.390,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Sarisson Aurelia,FRA,7,8.530,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
He CuiLian,CHN,8,8.720,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Timofeeva Elena,RUS,9,8.740,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Brozek Anna,POL,10,8.830,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Marenych Alla,UKR,11,8.850,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Andrier Victoire,FRA,12,8.880,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Wellyanti Santi,INA,12,8.880,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Dalla Brida Elisabetta,ITA,14,8.970,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
SONG YiLing,CHN,15,8.990,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Fitriyani Fitriyani,INA,16,9.010,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Ropek Edyta,POL,17,9.090,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Dhorifatus Syafiiyah,INA,18,9.210,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Buczek Klaudia,POL,19,9.270,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Sallsabillah Rajiah,INA,20,9.630,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
NI MingWei,CHN,21,10.180,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
TIAN PeiYang,CHN,22,10.560,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Kaplina Iuliia,RUS,23,10.830,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
Fakhritdinova Dinara,RUS,24,False start,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Qualification,2017-10-14,/api/v1/category_rounds/4347/results,/api/v1/events/996/result/6
