name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Coxsey Shauna,GBR,1,5t5 5b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,1,1,1,1,1,1,1,1
Nonaka Miho,JPN,1,5t8 5b8,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,1,1,2,2,1,1,3,3
Garnbret Janja,SLO,2,5t6 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,2,2,1,1,1,1,1,1
Noguchi Akiyo,JPN,2,4t5 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,1,1,2,2,1,1,X,1
Tracy Michaela,GBR,2,5t6 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,1,1,2,2,1,1,1,1
Kotake Mei,JPN,3,4t6 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,X,1,2,2,2,1,1,1
Gejo Stasa,SRB,4,4t8 5b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,1,1,3,3,X,1,3,1
Onoe Aya,JPN,4,4t8 5b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,2,1,X,1,2,2,2,1,2,2
Retschy Monika,GER,4,5t7 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,2,1,1,1,1,1,1,1,2,2
Caulier Chloe,BEL,5,5t7 5b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,2,2,2,2,1,1,1,1
Bestvater Alma,GER,6,4t8 5b8,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,X,2,3,3,1,1,3,1
Klingler Petra,SUI,6,5t9 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,2,1,1,1,3,1,2,2
Lee Hung Ying,TPE,6,5t9 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,1,1,1,1,3,1,3,2
Sa Sol,KOR,7,4t10 4b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,5,1,2,1,X,X,1,1,2,2
Mascarenas Megan,USA,8,4t5 4b4,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,1,1,X,X,1,1,2,1
Stöhr Anna,AUT,8,4t15 5b8,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,7,2,4,1,2,2,X,1,2,2
Gibert Fanny,FRA,9,3t4 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,X,1,2,2,X,1,1,1
Sterrer Franziska,AUT,9,4t9 5b9,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,2,2,3,2,3,3,X,1,1,1
Kiesgen Lilli ,GER,10,3t5 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,X,1,3,1,X,2,1,1
Kim Jain,KOR,10,4t18 4b12,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,11,5,3,3,X,X,3,3,1,1
Crane Leah,GBR,11,3t4 5b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,1,1,2,1,X,1,X,1
Kadic Katja,SLO,11,3t5 5b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,2,2,X,1,1,1,X,1,2,2
Cohaut Flavy,FRA,12,3t4 4b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Women,Qualification,2017-05-06,/api/v1/category_rounds/4281/results,/api/v1/events/988/result/7,1,1,1,1,X,4,2,1,X,X
