name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Garnbret Janja,SLO,1,3t10 3b6,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Women,Final,2017-08-18,/api/v1/category_rounds/4311/results,/api/v1/events/992/result/7,2,1,4,4,X,X,4,1
Coxsey Shauna,GBR,2,2t2 2b2,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Women,Final,2017-08-18,/api/v1/category_rounds/4311/results,/api/v1/events/992/result/7,1,1,X,X,X,X,1,1
Noguchi Akiyo,JPN,3,1t1 2b4,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Women,Final,2017-08-18,/api/v1/category_rounds/4311/results,/api/v1/events/992/result/7,1,1,X,X,X,X,X,3
Gejo Stasa,SRB,4,1t3 3b9,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Women,Final,2017-08-18,/api/v1/category_rounds/4311/results,/api/v1/events/992/result/7,X,X,X,5,3,3,X,1
Puccio Alex,USA,5,1t3 2b4,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Women,Final,2017-08-18,/api/v1/category_rounds/4311/results,/api/v1/events/992/result/7,X,1,X,X,X,X,3,3
Klingler Petra,SUI,6,0t 1b4,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Women,Final,2017-08-18,/api/v1/category_rounds/4311/results,/api/v1/events/992/result/7,X,4,X,X,X,X,X,X
