name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Desgranges Romain,FRA,1,Top 1. | Top 1. [4.69],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,Top,Top,2017-08-25_Arco_Lead_Men_Qualification.csv
Ghisolfi Stefano,ITA,1,Top 1. | Top 1. [4.69],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,Top,Top,2017-08-25_Arco_Lead_Men_Qualification.csv
Megos Alexander,GER,1,Top 1. | Top 1. [4.69],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,Top,Top,2017-08-25_Arco_Lead_Men_Qualification.csv
Ondra Adam,CZE,1,Top 1. | Top 1. [4.69],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,Top,Top,2017-08-25_Arco_Lead_Men_Qualification.csv
Schubert Jakob,AUT,1,Top 1. | Top 1. [4.69],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,Top,Top,2017-08-25_Arco_Lead_Men_Qualification.csv
Rudigier Max,AUT,6,42+ 12. | Top 1. [7.35],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,42+,Top,2017-08-25_Arco_Lead_Men_Qualification.csv
Skofic Domen,SLO,6,42+ 12. | Top 1. [7.35],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,42+,Top,2017-08-25_Arco_Lead_Men_Qualification.csv
Julian  Puigblanque Ramón ,ESP,8,Top 1. | 45+ 10. [8.12],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,Top,45+,2017-08-25_Arco_Lead_Men_Qualification.csv
KIM Hanwool,KOR,8,Top 1. | 45+ 10. [8.12],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,Top,45+,2017-08-25_Arco_Lead_Men_Qualification.csv
Korenaga Keiichiro,JPN,8,Top 1. | 45+ 10. [8.12],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,Top,45+,2017-08-25_Arco_Lead_Men_Qualification.csv
Halenke Sebastian,GER,11,43 11. | 46+ 8. [9.67],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,43,46+,2017-08-25_Arco_Lead_Men_Qualification.csv
Hanke Christoph,GER,12,Top 1. | 40+ 22. [11.37],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,Top,40+,2017-08-25_Arco_Lead_Men_Qualification.csv
Hada Yuki,JPN,13,42+ 12. | 45+ 10. [12.73],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,42+,45+,2017-08-25_Arco_Lead_Men_Qualification.csv
Samoilov Fedir,UKR,14,Top 1. | 36 33. [13.47],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Qualification,2017-08-25,/api/v1/category_rounds/4320/results,/api/v1/events/993/result/1,Top,36,2017-08-25_Arco_Lead_Men_Qualification.csv
