name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Chon Jongwon,KOR,1,2t3 4b7,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,1,1,X,1,2,2,X,3
Fujii Kokoro,JPN,2,2t5 4b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,1,1,X,1,4,3,X,1
Schubert Jakob,AUT,3,2t5 4b8,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,2,1,X,1,3,3,X,3
Narasaki Tomoa,JPN,4,2t7 4b7,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,X,1,X,1,4,4,3,1
Sugimoto Rei,JPN,5,2t7 3b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,X,3,4,1,X,X,3,1
Rubtsov  Aleksei,RUS,6,2t8 3b7,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,2,1,X,1,X,X,6,5
Ogata Yoshiyuki,JPN,7,2t9 3b4,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,4,1,X,2,X,X,5,1
Watabe Keita,JPN,8,1t1 4b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,1,1,X,1,X,3,X,1
Kruder Jernej,SLO,9,1t1 3b3,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,1,1,X,1,X,X,X,1
Sharafutdinov Dmitrii,RUS,10,1t2 3b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,2,2,X,3,X,X,X,1
Baratzadeh Gholamali,IRI,11,1t2 3b9,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,X,7,X,1,X,X,2,1
Narasaki Meichi,JPN,12,1t3 3b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,3,2,X,1,X,X,X,2
Firnenburg David,GER,13,1t3 2b2,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,3,1,X,1,X,X,X,X
Timonov Vadim,RUS,14,1t3 2b4,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,3,2,X,2,X,X,X,X
Peharc Anze,SLO,15,1t7 3b7,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,7,2,X,1,X,X,X,4
Unger Simon,GER,16,0t 4b15,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,X,2,X,1,X,7,X,5
Hojer Jan,GER,17,0t 3b8,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,X,4,X,1,X,X,X,3
Hori Tsukuru,JPN,18,0t 3b10,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,X,5,X,1,X,X,X,4
Vezonik Gregor,SLO,19,0t 3b13,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,X,8,X,2,X,X,X,3
Ridal William,GBR,20,0t 2b2,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Semi-Final,2017-06-24,/api/v1/category_rounds/4297/results,/api/v1/events/990/result/3,X,1,X,1,X,X,X,X
