name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Fujii Kokoro,JPN,1,5t5 5b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Qualification,2017-06-24,/api/v1/category_rounds/4296/results,/api/v1/events/990/result/3,1,1,1,1,1,1,1,1,1,1,2017-06-24_Mumbai_Boulder_Men_Qualification.csv
Sharafutdinov Dmitrii,RUS,1,5t9 5b8,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Qualification,2017-06-24,/api/v1/category_rounds/4296/results,/api/v1/events/990/result/3,1,1,2,1,1,1,4,4,1,1,2017-06-24_Mumbai_Boulder_Men_Qualification.csv
Narasaki Tomoa,JPN,2,5t7 5b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Qualification,2017-06-24,/api/v1/category_rounds/4296/results,/api/v1/events/990/result/3,1,1,1,1,1,1,3,2,1,1,2017-06-24_Mumbai_Boulder_Men_Qualification.csv
Rubtsov  Aleksei,RUS,2,5t11 5b9,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Qualification,2017-06-24,/api/v1/category_rounds/4296/results,/api/v1/events/990/result/3,2,2,2,1,4,4,2,1,1,1,2017-06-24_Mumbai_Boulder_Men_Qualification.csv
Hojer Jan,GER,3,4t4 5b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Qualification,2017-06-24,/api/v1/category_rounds/4296/results,/api/v1/events/990/result/3,1,1,X,2,1,1,1,1,1,1,2017-06-24_Mumbai_Boulder_Men_Qualification.csv
Ogata Yoshiyuki,JPN,3,5t13 5b9,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Qualification,2017-06-24,/api/v1/category_rounds/4296/results,/api/v1/events/990/result/3,1,1,2,2,2,2,4,1,4,3,2017-06-24_Mumbai_Boulder_Men_Qualification.csv
Narasaki Meichi,JPN,4,4t6 4b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Qualification,2017-06-24,/api/v1/category_rounds/4296/results,/api/v1/events/990/result/3,1,1,X,X,1,1,1,1,3,3,2017-06-24_Mumbai_Boulder_Men_Qualification.csv
Schubert Jakob,AUT,4,4t6 5b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Qualification,2017-06-24,/api/v1/category_rounds/4296/results,/api/v1/events/990/result/3,1,1,3,1,1,1,X,1,1,1,2017-06-24_Mumbai_Boulder_Men_Qualification.csv
Baratzadeh Gholamali,IRI,5,4t7 4b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Qualification,2017-06-24,/api/v1/category_rounds/4296/results,/api/v1/events/990/result/3,2,2,3,2,X,X,1,1,1,1,2017-06-24_Mumbai_Boulder_Men_Qualification.csv
Unger Simon,GER,5,4t6 4b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Men,Qualification,2017-06-24,/api/v1/category_rounds/4296/results,/api/v1/events/990/result/3,1,1,X,X,1,1,3,2,1,1,2017-06-24_Mumbai_Boulder_Men_Qualification.csv
