name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Fossali Ludovico,,1,WILDCARD,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,True,6.27,True,5.96,True,5.79,True,WILDCARD,,
Kokorin Stanislav,,2,FALSE START,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,True,6.44,True,6.15,True,5.95,False,FALSE START,,
Gontero Leonardo,,3,6.25,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,True,6.61,True,6.3,False,6.05,,,True,6.25
Shikov Aleksandr,,4,6.28,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,True,6.52,True,6.07,False,5.84,,,False,6.28
Moro Guillaume,,5,6.19,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,True,6.77,False,6.19,,,,,,
Santoni Alessandro,,6,6.45,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,True,WILDCARD,False,6.45,,,,,,
Halasa Rafal,,7,6.51,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,True,7.27,False,6.51,,,,,,
Deulin Vladislav,,8,FALL,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,True,6.22,False,FALL,,,,,,
Kriz Jan,,9,6.83,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,False,6.83,,,,,,,,
Hojer Jan,,10,7.44,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,False,7.44,,,,,,,,
Knapp Lukas,,11,7.58,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,False,7.58,,,,,,,,
Levin Josh,,12,8.09,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,False,8.09,,,,,,,,
Zama Stanislao,,13,9.02,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,False,9.02,,,,,,,,
Firnenburg David,,14,10.01,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,False,10.01,,,,,,,,
Dzienski Marcin,,15,FALSE START,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,False,FALSE START,,,,,,,,
Zodda Gian Luca,,16,FALL,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",994,2017,Edinburgh,Speed,Men,Final,2017-09-23,/api/v1/category_rounds/4334/results,/api/v1/events/994/result/2,False,FALL,,,,,,,,
