name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Kaplina Iuliia,,1,7.38,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,True,7.79,True,7.93,True,7.93,True,7.38,,,2017-04-29_Nanjing_Speed_Women_Final.csv
Krasavina Mariia,,2,8.10,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,True,8.31,True,8.039,True,7.84,False,8.1,,,2017-04-29_Nanjing_Speed_Women_Final.csv
Jaubert Anouck,,3,8.17,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,True,7.81,True,7.62,False,9.03,,,False,8.17,2017-04-29_Nanjing_Speed_Women_Final.csv
Tsyganova Anna,,4,,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,True,8.16,True,7.89,False,FALL,,,False,,2017-04-29_Nanjing_Speed_Women_Final.csv
Marenych Alla,,5,8.06,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,True,8.31,False,8.06,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
Ropek Edyta,,6,8.21,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,True,8.64,False,8.21,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
Sarisson Aurelia,,7,9.27,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,True,8.23,False,9.27,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
Timofeeva Elena,,8,10.68,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,True,8.29,False,10.68,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
Brozek Anna,,9,8.38,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,False,8.38,,,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
Buczek Klaudia,,10,8.78,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,False,8.78,,,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
Niu Di,,11,9.05,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,False,9.05,,,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
NI MingWei,,12,9.07,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,False,9.07,,,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
SONG YiLing,,13,9.16,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,False,9.16,,,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
He CuiLian,,14,9.45,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,False,9.45,,,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
Marlenova Assel,,15,9.48,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,False,9.48,,,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
RenZeng WangMu,,16,FALL,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Speed,Women,Final,2017-04-29,/api/v1/category_rounds/4275/results,/api/v1/events/987/result/6,False,FALL,,,,,,,,,2017-04-29_Nanjing_Speed_Women_Final.csv
