name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Garnbret Janja,SLO,1,3t12 4b11,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,8,7,1,1,X,2,3,1
Kotake Mei,JPN,2,2t7 3b8,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,6,6,X,1,1,1,X,X
Nonaka Miho,JPN,3,2t13 4b13,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,10,8,X,1,3,1,X,3
Coxsey Shauna,GBR,4,1t1 3b3,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,X,X,1,1,1,X,1
Onoe Aya,JPN,5,1t2 3b8,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,6,2,1,X,1,X,X
Kim Jain,KOR,6,1t3 2b3,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,X,3,2,X,1,X,X
Kadic Katja,SLO,7,1t4 4b11,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,4,4,X,2,X,3,X,2
Stöhr Anna,AUT,8,1t5 3b6,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,5,3,X,1,X,2,X,X
Klingler Petra,SUI,9,1t5 3b8,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,5,4,X,3,X,1,X,X
Gejo Stasa,SRB,10,1t6 2b7,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,6,6,X,X,X,1,X,X
Tracy Michaela,GBR,11,1t12 3b10,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,12,7,X,2,X,1,X,X
Gibert Fanny,FRA,12,0t 3b4,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,X,X,1,X,2,X,1
Noguchi Akiyo,JPN,13,0t 3b7,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,X,X,1,X,2,X,4
Kazbekova Ievgeniia,UKR,14,0t 3b8,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,5,X,2,X,1,X,X
Caulier Chloe,BEL,15,0t 2b3,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,X,X,1,X,2,X,X
Retschy Monika,GER,15,0t 2b3,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,X,X,2,X,1,X,X
Sa Sol,KOR,17,0t 2b10,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,X,X,6,X,4,X,X
Agrapart Maëlys,FRA,18,0t 1b1,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,X,X,X,X,1,X,X
Blair-Coyle Sierra,USA,18,0t 1b1,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,X,X,X,X,1,X,X
Mascarenas Megan,USA,18,0t 1b1,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",987,2017,Nanjing,Boulder,Women,Semi-Final,2017-04-29,/api/v1/category_rounds/4272/results,/api/v1/events/987/result/7,X,X,X,X,X,1,X,X
