name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Chanourdie Julia,FRA,1,Top 1. | Top 1. [4.18],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,Top,2017-08-25_Arco_Lead_Women_Qualification.csv
Garnbret Janja,SLO,1,Top 1. | Top 1. [4.18],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,Top,2017-08-25_Arco_Lead_Women_Qualification.csv
Kim Jain,KOR,1,Top 1. | Top 1. [4.18],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,Top,2017-08-25_Arco_Lead_Women_Qualification.csv
Verhoeven Anak,BEL,1,Top 1. | Top 1. [4.18],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,Top,2017-08-25_Arco_Lead_Women_Qualification.csv
Markovic Mina,SLO,5,Top 1. | 46+ 5. [6.20],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,46+,2017-08-25_Arco_Lead_Women_Qualification.csv
Pilz Jessica,AUT,5,Top 1. | 46+ 5. [6.20],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,46+,2017-08-25_Arco_Lead_Women_Qualification.csv
Koller Anne-Sophie,SUI,7,Top 1. | 45+ 7. [7.25],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,45+,2017-08-25_Arco_Lead_Women_Qualification.csv
Rogora Laura,ITA,7,Top 1. | 45+ 7. [7.25],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,45+,2017-08-25_Arco_Lead_Women_Qualification.csv
Shiraishi Ashima,USA,9,Top 1. | 45 9. [7.94],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,45,2017-08-25_Arco_Lead_Women_Qualification.csv
Thompson-Smith Molly,GBR,10,Top 1. | 42+ 11. [9.17],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,42+,2017-08-25_Arco_Lead_Women_Qualification.csv
Hafsaas Tina Johnsen,NOR,11,Top 1. | 42 14. [10.07],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,42,2017-08-25_Arco_Lead_Women_Qualification.csv
Romain Salomé,FRA,12,Top 1. | 36+ 22. [12.41],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,36+,2017-08-25_Arco_Lead_Women_Qualification.csv
Becerra Mathilde,FRA,13,40+ 15. | 42+ 11. [13.64],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,40+,42+,2017-08-25_Arco_Lead_Women_Qualification.csv
Choong Katherine,SUI,14,42+ 14. | 42 14. [14.25],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,42+,42,2017-08-25_Arco_Lead_Women_Qualification.csv
Janicot Hélène,FRA,15,38 21. | 43 10. [14.66],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,38,43,2017-08-25_Arco_Lead_Women_Qualification.csv
Hayes Margo,USA,16,Top 1. | 29 35. [15.76],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,Top,29,2017-08-25_Arco_Lead_Women_Qualification.csv
Kazbekova Ievgeniia,UKR,17,39+ 17. | 41 16. [16.97],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,39+,41,2017-08-25_Arco_Lead_Women_Qualification.csv
Raboutou Brooke,USA,18,40+ 15. | 34 23. [19.09],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,40+,34,2017-08-25_Arco_Lead_Women_Qualification.csv
Kipriianova Ekaterina,RUS,19,39+ 17. | 34 23. [20.57],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,39+,34,2017-08-25_Arco_Lead_Women_Qualification.csv
YOSHIMURA  Moe,JPN,20,29 40. | 42+ 11. [21.91],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,29,42+,2017-08-25_Arco_Lead_Women_Qualification.csv
Buhrfeind Claire,USA,21,39+ 17. | 31+ 27. [22.05],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,39+,31+,2017-08-25_Arco_Lead_Women_Qualification.csv
Schubert Hannah,AUT,22,37+ 23. | 37 21. [22.68],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,37+,37,2017-08-25_Arco_Lead_Women_Qualification.csv
Miller Delaney,USA,23,35 29. | 38 19. [23.67],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,35,38,2017-08-25_Arco_Lead_Women_Qualification.csv
Ota Risa,JPN,24,34 32. | 39 18. [24.19],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,34,39,2017-08-25_Arco_Lead_Women_Qualification.csv
Ghisolfi Claudia,ITA,25,35 29. | 37+ 20. [24.29],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,35,37+,2017-08-25_Arco_Lead_Women_Qualification.csv
Condie Kyra,USA,26,37+ 23. | 33+ 25. [24.99],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,37+,33+,2017-08-25_Arco_Lead_Women_Qualification.csv
Vejmolova Iva,CZE,27,31+ 37. | 39+ 17. [25.42],"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Women,Qualification,2017-08-25,/api/v1/category_rounds/4315/results,/api/v1/events/993/result/5,31+,39+,2017-08-25_Arco_Lead_Women_Qualification.csv
