name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Garnbret Janja,SLO,1,4t5 4b5,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,1,1,1,1,1,1,2,2
Coxsey Shauna,GBR,2,2t3 3b12,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,2,2,1,1,X,X,X,9
Noguchi Akiyo,JPN,3,2t3 3b18,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,2,2,1,1,X,X,X,15
Gejo Stasa,SRB,4,2t5 3b6,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,X,X,1,2,2,3,3
Stöhr Anna,AUT,5,2t7 3b8,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,2,2,X,1,5,5,X,X
Yip Alannah,CAN,6,2t8 3b9,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,1,1,X,1,X,X,7,7
Klingler Petra,SUI,7,2t11 4b13,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,1,X,1,5,5,6,6
Caulier Chloe,BEL,8,2t13 4b15,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,1,X,1,4,4,9,9
Nonaka Miho,JPN,9,2t14 4b16,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,1,X,1,5,5,9,9
Retschy Monika,GER,10,1t1 1b1,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,1,1,X,X,X,X,X,X
Kadic Katja,SLO,11,1t2 2b4,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,X,X,2,X,X,2,2
Gibert Fanny,FRA,12,1t3 2b4,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,1,X,X,X,X,3,3
Sa Sol,KOR,13,1t4 2b4,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,1,4,3,X,X,X,X
Kazbekova Ievgeniia,UKR,14,1t5 2b6,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,X,X,1,X,X,5,5
Tracy Michaela,GBR,15,1t7 4b18,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,1,X,4,7,7,X,6
Lee Hung Ying,TPE,16,1t11 2b13,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,2,X,X,X,X,11,11
Posch Katharina,AUT,17,0t 2b5,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,4,X,1,X,X,X,X
Hily Manon,FRA,18,0t 2b6,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,1,X,5,X,X,X,X
Kim Jain,KOR,18,0t 2b6,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,2,X,4,X,X,X,X
Kotake Mei,JPN,20,0t 2b9,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",986,2017,Chongqing,Boulder,Women,Semi-Final,2017-04-22,/api/v1/category_rounds/4262/results,/api/v1/events/986/result/7,X,4,X,5,X,X,X,X
