name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Coxsey Shauna,GBR,1,4t11 4b8,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Women,Final,2017-06-24,/api/v1/category_rounds/4295/results,/api/v1/events/990/result/7,1,1,5,5,1,1,4,1
Nonaka Miho,JPN,2,3t7 4b11,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Women,Final,2017-06-24,/api/v1/category_rounds/4295/results,/api/v1/events/990/result/7,1,1,5,5,1,1,X,4
Noguchi Akiyo,JPN,3,2t3 3b7,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Women,Final,2017-06-24,/api/v1/category_rounds/4295/results,/api/v1/events/990/result/7,2,2,X,X,1,1,X,4
Klingler Petra,SUI,4,1t2 3b4,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Women,Final,2017-06-24,/api/v1/category_rounds/4295/results,/api/v1/events/990/result/7,X,1,X,X,2,2,X,1
Kadic Katja,SLO,5,0t 3b6,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Women,Final,2017-06-24,/api/v1/category_rounds/4295/results,/api/v1/events/990/result/7,X,2,X,X,X,1,X,3
Onoe Aya,JPN,6,0t 1b5,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,990,2017,Mumbai,Boulder,Women,Final,2017-06-24,/api/v1/category_rounds/4295/results,/api/v1/events/990/result/7,X,X,X,X,X,X,X,5
