name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Kim Jain,KOR,1,41+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,41+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Rogora Laura,ITA,2,41+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,41+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Garnbret Janja,SLO,3,39,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,39,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Verhoeven Anak,BEL,3,39,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,39,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Markovic Mina,SLO,5,37+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,37+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Becerra Mathilde,FRA,6,36+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,36+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Pilz Jessica,AUT,7,35+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,35+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Schubert Hannah,AUT,8,34+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,34+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Koller Anne-Sophie,SUI,9,34+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,34+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Chanourdie Julia,FRA,10,31+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,31+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Arc Nolwenn,FRA,11,30+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,30+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Choong Katherine,SUI,11,30+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,30+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Kazbekova Ievgeniia,UKR,11,30+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,30+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Ring Alina,SUI,14,30+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,30+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Lukan Vita,SLO,15,30+,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,30+,2017-07-07_Villars_Lead_Women_Semi-Final.csv
Janicot Hélène,FRA,16,30,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",991,2017,Villars,Lead,Women,Semi-Final,2017-07-07,/api/v1/category_rounds/4300/results,/api/v1/events/991/result/5,30,2017-07-07_Villars_Lead_Women_Semi-Final.csv
