name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Jaubert Anouck,,1,7.78,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,True,7.99,True,7.76,True,7.65,True,7.78,,
Susanti Rahayu Aries,,2,10.15,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,True,7.96,True,7.8,True,7.8,False,10.15,,
Tsyganova Anna,,3,8.16,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,True,WILDCARD,True,8.09,False,8.61,,,True,8.16
Lestari Puji,,4,FALL,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,True,8.05,True,8.18,False,8.61,,,False,FALL
Sarisson Aurelia,,5,8.36,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,True,8.28,False,8.36,,,,,,
Marenych Alla,,6,8.63,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,True,9.4,False,8.63,,,,,,
Krasavina Mariia,,7,9.30,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,True,8.2,False,9.3,,,,,,
Timofeeva Elena,,8,9.82,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,True,8.5,False,9.82,,,,,,
Wellyanti Santi,,9,8.52,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,False,8.52,,,,,,,,
He CuiLian,,10,8.58,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,False,8.58,,,,,,,,
Brozek Anna,,11,8.59,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,False,8.59,,,,,,,,
Andrier Victoire,,12,8.86,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,False,8.86,,,,,,,,
Fitriyani Fitriyani,,13,8.86,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,False,8.86,,,,,,,,
SONG YiLing,,14,9.24,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,False,9.24,,,,,,,,
Ivanova Elizaveta,,15,FALL,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,False,FALL,,,,,,,,
Dalla Brida Elisabetta,,16,FALSE START,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",996,2017,Xiamen,Speed,Women,Final,2017-10-14,/api/v1/category_rounds/4348/results,/api/v1/events/996/result/6,False,FALSE START,,,,,,,,
