name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Kaplina Iuliia,RUS,1,7.840,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Jaubert Anouck,FRA,2,7.900,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Krasavina Mariia,RUS,3,8.040,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Tsyganova Anna,RUS,4,8.300,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Sarisson Aurelia,FRA,5,8.400,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Brozek Anna,POL,6,8.420,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Chudziak Patrycja,POL,7,8.570,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Timofeeva Elena,RUS,8,8.590,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Dalla Brida Elisabetta,ITA,9,8.600,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Ropek Edyta,POL,10,8.690,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Andrier Victoire,FRA,11,8.780,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Buczek Klaudia,POL,12,8.840,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Marenych Alla,UKR,13,8.880,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Rojas Andrea,ECU,14,9.030,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Esmaeilzadeh Farnaz,IRI,15,9.240,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Porta  Silvia,ITA,16,9.330,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Fleuret Elma,FRA,17,9.660,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Lach Nina,AUT,18,9.750,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Golikova Anastasiia,RUS,19,9.770,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Zanetti Martina,ITA,20,9.800,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Elmer Alexandra,AUT,21,9.920,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Randi Giorgia,ITA,22,9.970,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Buhrfeind Claire,USA,23,10.010,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Vasi Francesca,ITA,24,10.180,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Morandini Sara,ITA,25,10.370,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Wos Natalia,POL,26,10.410,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Condie Kyra,USA,27,10.720,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Prokopiuk Monika,POL,28,10.760,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
