name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Zaichenko Anastasiya,UKR,29,10.780,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Zanetti Alessandra,ITA,30,10.860,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Raboutou Brooke,USA,31,10.950,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Lakzaiifar Kobra,IRI,32,11.020,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Medici Giulia,ITA,33,11.540,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Grossman Natalia,USA,34,12.060,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
DiGiorgio Grace,USA,35,12.190,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Shiraishi Ashima,USA,36,12.260,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Gonzalez Emily,ECU,37,13.040,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Tesio Giorgia,ITA,38,13.320,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Casas Mur Rut,ESP,39,13.930,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Vizuete Alisson,ECU,40,14.290,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Aguado Valentina,ARG,41,14.880,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
GIMENEZ Victoria,ARG,42,19.220,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Contreras Alejandra,CHI,43,False start,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Romero Marisa,USA,43,False start,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
Ruíz de Larramendi Arangoa Muriel,ESP,43,fall,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Speed,Women,Qualification,2017-08-25,/api/v1/category_rounds/4318/results,/api/v1/events/993/result/6
