name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Chon Jongwon,KOR,1,5t5 5b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,1,1,1,1,1,1
Hori Tsukuru,JPN,1,5t5 5b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,1,1,1,1,1,1
Ogata Yoshiyuki,JPN,1,5t9 5b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,2,1,1,1,4,3,1,1,1,1
Watanabe Kaito,JPN,2,5t16 5b12,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,4,1,4,4,1,1,2,1,5,5
Khazanov Alex,ISR,3,5t8 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,3,2,1,1,1,1,1,1,2,1
Rubtsov  Aleksei,RUS,3,4t4 5b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,1,1,X,1,1,1
Sugimoto Rei,JPN,3,5t8 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,2,1,2,2,2,1
Bonder Jeremy,FRA,4,4t5 5b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,2,1,1,1,X,1,1,1
Levier Alban,FRA,5,4t5 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,1,1,X,1,2,2
Schubert Jakob,AUT,5,5t9 5b8,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,2,2,3,3,1,1,2,1,1,1
Landman Tyler,GBR,6,5t10 5b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,2,2,3,2,3,1,1,1
Watabe Keita,JPN,6,4t5 5b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,1,1,X,2,2,2
Fujii Kokoro,JPN,7,5t12 5b8,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,3,1,3,1,4,4
Pelorson Nicolas,FRA,7,4t6 4b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,2,2,1,1,1,1,X,X,2,1
Ishimatsu Taisei,JPN,8,4t4 5b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,X,1,1,1,1,1
Narasaki Tomoa,JPN,8,4t8 5b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,4,1,X,1,2,1
Cornu Manuel,FRA,9,4t4 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,1,1,X,2,1,1
Mawem Mickael,FRA,9,4t4 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,1,1,X,2,1,1
Moroni Gabriele,ITA,9,4t8 5b8,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,2,2,X,1,4,3
Firnenburg David,GER,10,4t9 5b11,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,4,4,1,1,2,2,X,2,2,2
Hada Yuki,JPN,11,3t4 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,X,1,X,1,2,2
Murai Ryuichi,JPN,11,4t4 5b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,X,3,1,1,1,1
Kruder Jernej,SLO,12,4t5 5b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,2,1,X,1,1,1
Rugens Rolands,LVA,12,3t4 5b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,X,1,1,1,X,2,2,2
Barrans David,GBR,13,3t6 4b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,3,3,2,2,X,X,X,1,1,1
Narasaki Meichi,JPN,13,4t6 5b8,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,3,1,X,4,1,1
Farrell Thomas,AUS,14,4t7 5b8,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,X,1,4,4,1,1
Gelmanov Rustam,RUS,14,3t7 5b8,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,3,3,2,1,2,2,X,1,X,1
Bombardi Marcello,ITA,15,3t7 5b9,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,2,1,2,2,3,3,X,1,X,2
Kelloniemi Ilari Juho,FIN,15,4t10 4b8,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,3,2,X,X,5,4
Arnel Iisager Bjørn,DEN,16,3t3 5b9,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,1,1,X,5,X,1,1,1
Nakano Minoru,JPN,16,3t7 4b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,3,2,3,3,1,1,X,1,X,X
Cousins Matthew,GBR,17,3t4 5b7,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,1,1,2,1,X,3,X,1,1,1
Lamb Andrew,USA,17,3t7 4b10,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,3,3,1,1,3,2,X,X,X,4
IMAIZUMI Yuta,JPN,18,3t9 5b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,5,1,1,1,X,2,X,1,3,1
Yamauchi HIBIKI,JPN,18,3t4 5b9,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,2,1,1,1,X,5,X,1,1,1
Inoue Yuji,JPN,19,3t9 5b12,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Qualification,2017-05-06,/api/v1/category_rounds/4284/results,/api/v1/events/988/result/3,2,1,4,2,3,3,X,2,X,4
