name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Megos Alexander,GER,1,44+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,44+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Ondra Adam,CZE,2,36,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,36,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Rudigier Max,AUT,3,36,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,36,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Joannes Thomas,FRA,4,36,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,36,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Puman Hannes,SWE,5,35+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,35+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Schubert Jakob,AUT,6,32+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,32+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Korenaga Keiichiro,JPN,7,32+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,32+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Ogata Yoshiyuki,JPN,8,32+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,32+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Bombardi Marcello,ITA,9,32+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,32+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Desgranges Romain,FRA,10,32,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,32,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Higuchi Masahiro,JPN,11,31+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,31+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
JonasMcRae Elan,CAN,12,31+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,31+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Pope James,GBR,13,30,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,30,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Julian  Puigblanque Ramón ,ESP,14,29+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,29+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
KIM Hanwool,KOR,15,28+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,28+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Bailey Sean,USA,16,28+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,28+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Vettorata Francesco,ITA,16,28+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,28+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Ghisolfi Stefano,ITA,18,28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,28,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Hanke Christoph,GER,19,27,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,27,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Tekles Martin,GER,20,26+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,26+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Skofic Domen,SLO,21,26,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,26,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Halenke Sebastian,GER,22,26,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,26,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Hada Yuki,JPN,23,26,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,26,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Samoilov Fedir,UKR,24,25+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,25+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Nomura Shinichiro,JPN,25,25+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,25+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
Shimatani Naoki,JPN,26,25+,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",993,2017,Arco,Lead,Men,Semi-Final,2017-08-25,/api/v1/category_rounds/4321/results,/api/v1/events/993/result/1,25+,2017-08-25_Arco_Lead_Men_Semi-Final.csv
