name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Chon Jongwon,KOR,1,4t6 4b6,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,2,2,1,1,2,2,1,1
Fujii Kokoro,JPN,2,4t14 4b12,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,3,3,7,7,3,1,1,1
Ishimatsu Taisei,JPN,3,3t4 4b5,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,1,1,1,1,2,2,X,1
Narasaki Tomoa,JPN,4,3t5 4b6,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,1,1,X,3,2,1,2,1
Hojer Jan,GER,5,3t7 4b12,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,2,2,4,4,X,5,1,1
Ogata Yoshiyuki,JPN,6,3t7 3b7,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,3,3,3,3,X,X,1,1
Megos Alexander,GER,7,3t11 3b11,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,5,5,X,X,5,5,1,1
Peharc Anze,SLO,8,2t6 3b7,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,4,4,2,2,X,X,X,1
Schubert Jakob,AUT,9,2t7 3b7,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,2,2,5,4,X,X,X,1
Rubtsov  Aleksei,RUS,10,2t10 3b10,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,5,5,5,4,X,X,X,1
Cornu Manuel,FRA,11,1t1 4b7,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,1,1,X,1,X,4,X,1
Flor Vazquez Jonatan,ESP,12,1t2 3b6,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,2,2,X,3,X,X,X,1
Timonov Vadim,RUS,13,1t2 3b7,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,2,2,X,4,X,X,X,1
Firnenburg David,GER,14,1t3 4b9,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,3,3,X,2,X,2,X,2
Topishko Sergii,UKR,15,1t3 2b3,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,X,X,X,1,X,X,3,2
Conrad Mathias,GER,16,0t 3b9,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,X,1,X,7,X,X,X,1
Flohé Yannick,GER,17,0t 3b12,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,X,5,X,6,X,X,X,1
Mawem Mickael,FRA,18,0t 2b5,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,X,X,X,X,X,4,X,1
Phillips Nathan,GBR,18,0t 2b5,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,X,X,X,4,X,X,X,1
Inoue Yuji,JPN,20,0t 2b6,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,992,2017,Munich,Boulder,Men,Semi-Final,2017-08-18,/api/v1/category_rounds/4313/results,/api/v1/events/992/result/3,X,X,X,3,X,X,X,3
