name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Watabe Keita,JPN,1,4t13 4b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,2,1,3,1,3,2,5,2
Rubtsov  Aleksei,RUS,2,3t3 3b3,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,1,1,1,1,1,1,X,X
Ishimatsu Taisei,JPN,3,3t4 4b14,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,2,2,1,1,1,1,X,10
Narasaki Tomoa,JPN,4,3t5 4b4,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,2,1,1,1,2,1,X,1
Schubert Jakob,AUT,5,3t5 4b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,1,1,1,1,1,3,2
Mawem Mickael,FRA,6,2t2 4b4,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,1,1,1,X,1,1,1
Chon Jongwon,KOR,7,2t2 4b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,1,1,1,1,1,X,2
Pelorson Nicolas,FRA,8,2t3 3b3,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,1,1,X,X,X,1,2,1
Fujii Kokoro,JPN,9,2t4 3b3,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,1,1,1,3,1,X,X
Bonder Jeremy,FRA,10,2t4 3b4,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,3,2,1,1,X,X,X,1
Sugimoto Rei,JPN,11,2t6 4b4,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,1,1,1,X,1,5,1
Cornu Manuel,FRA,12,2t7 3b4,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,1,2,2,X,X,5,1
Landman Tyler,GBR,13,2t7 3b5,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,4,2,3,1,X,X,X,2
Hori Tsukuru,JPN,14,1t1 4b4,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,1,1,1,X,1,X,1
Levier Alban,FRA,14,1t1 4b4,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,1,1,1,X,1,X,1
Moroni Gabriele,ITA,16,1t2 4b4,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,2,1,X,1,X,1,X,1
Ogata Yoshiyuki,JPN,17,1t2 4b9,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,1,2,1,X,1,X,6
Khazanov Alex,ISR,18,1t2 3b4,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,2,2,1,X,1,X,X
Watanabe Kaito,JPN,19,1t3 3b12,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,1,3,2,X,X,X,9
Firnenburg David,GER,20,1t4 3b6,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",988,2017,Tokyo,Boulder,Men,Semi-Final,2017-05-06,/api/v1/category_rounds/4285/results,/api/v1/events/988/result/3,X,1,X,1,X,X,4,4
