name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results,source_file
Sansoz Liv,FRA,1,,UIAA Worldcup - Leipzig (GER) 1999,1170,1999,Leipzig,Lead,Women,1999-05-27,/api/v1/events/1170/result/5,1999-05-27_Leipzig_Lead_Women_no-round.csv
Cufar Martina,SLO,2,,UIAA Worldcup - Leipzig (GER) 1999,1170,1999,Leipzig,Lead,Women,1999-05-27,/api/v1/events/1170/result/5,1999-05-27_Leipzig_Lead_Women_no-round.csv
Sarkany Muriel,BEL,3,,UIAA Worldcup - Leipzig (GER) 1999,1170,1999,Leipzig,Lead,Women,1999-05-27,/api/v1/events/1170/result/5,1999-05-27_Leipzig_Lead_Women_no-round.csv
Choumilova Elena,RUS,4,,UIAA Worldcup - Leipzig (GER) 1999,1170,1999,Leipzig,Lead,Women,1999-05-27,/api/v1/events/1170/result/5,1999-05-27_Leipzig_Lead_Women_no-round.csv
Bihr Isabelle,FRA,5,,UIAA Worldcup - Leipzig (GER) 1999,1170,1999,Leipzig,Lead,Women,1999-05-27,/api/v1/events/1170/result/5,1999-05-27_Leipzig_Lead_Women_no-round.csv
Bereciartu Urruzola Josune,ESP,6,,UIAA Worldcup - Leipzig (GER) 1999,1170,1999,Leipzig,Lead,Women,1999-05-27,/api/v1/events/1170/result/5,1999-05-27_Leipzig_Lead_Women_no-round.csv
Brown Katie,USA,7,,UIAA Worldcup - Leipzig (GER) 1999,1170,1999,Leipzig,Lead,Women,1999-05-27,/api/v1/events/1170/result/5,1999-05-27_Leipzig_Lead_Women_no-round.csv
Go Mi-Sun,KOR,8,,UIAA Worldcup - Leipzig (GER) 1999,1170,1999,Leipzig,Lead,Women,1999-05-27,/api/v1/events/1170/result/5,1999-05-27_Leipzig_Lead_Women_no-round.csv
Ovtchinnikova Elena,USA,9,,UIAA Worldcup - Leipzig (GER) 1999,1170,1999,Leipzig,Lead,Women,1999-05-27,/api/v1/events/1170/result/5,1999-05-27_Leipzig_Lead_Women_no-round.csv
Bodet Stéphanie,FRA,10,,UIAA Worldcup - Leipzig (GER) 1999,1170,1999,Leipzig,Lead,Women,1999-05-27,/api/v1/events/1170/result/5,1999-05-27_Leipzig_Lead_Women_no-round.csv
