name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,start_date,event_results
DU LAC Daniel,FRA,1,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Core Christian,ITA,2,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Meyer Jérôme,FRA,3,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Petit François,FRA,4,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Fairfield Timmy,CAN,5,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Laurence Ludovic,FRA,6,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Kazbekov Serik,UKR,7,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Danis Jean Luc,FRA,8,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
ANDRADA JIMENEZ Daniel,ESP,9,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Chemoulinkine Serguei,RUS,10,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Meral Julien,FRA,11,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Oleksy Tomasz,POL,12,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Golob Jurij,SLO,13,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Chabot Alexandre,FRA,14,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Dutray Mathieu,FRA,15,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Finkel Christoph,GER,16,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Scarian Riccardo,ITA,17,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Jeandenand Damien,FRA,18,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Noe Frédéric,FRA,19,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Julien Stephane,FRA,20,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Lamiche Anthony,FRA,21,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Fischhuber Kilian,AUT,22,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Soucek Radovah,CZE,23,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Archambault Dan,CAN,24,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Haager Benedikt,GER,25,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Perot Frédéric,FRA,26,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Berger Yannick,FRA,27,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Mazille Julien,FRA,28,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
Ceintre Arnaud,FRA,29,,UIAA Worldcup - Grenoble (FRA) 1999,205,1999,Grenoble,Boulder,Men,1999-08-27,/api/v1/events/205/result/3
