name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Garnbret Janja,SLO,1,3T4z 7 6,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,4,2,X,1,1,1,2,2,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Noguchi Akiyo,JPN,2,2T4z 3 8,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,5,X,1,2,1,1,1,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Kura Nanako,JPN,3,1T2z 1 5,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,4,1,1,X,X,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Kazbekova Ievgeniia,UKR,4,1T2z 2 3,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,X,2,1,X,2,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Nonaka Miho,JPN,5,0T3z 0 5,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,3,X,1,X,X,X,1,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Coxsey Shauna,GBR,6,0T3z 0 6,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,4,X,1,X,1,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Ito Futaba,JPN,7,0T3z 0 7,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,4,X,1,X,2,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Yip Alannah,CAN,7,0T3z 0 7,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,4,X,2,X,1,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Gibert Fanny,FRA,9,0T3z 0 8,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,3,X,2,X,3,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Klingler Petra,SUI,10,0T3z 0 9,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,3,X,1,X,5,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Zhang YueTong,CHN,11,0T2z 0 3,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,X,X,2,X,1,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Rakovec Lucka,SLO,12,0T2z 0 5,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,X,X,1,X,4,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Seo Chaehyun,KOR,13,0T2z 0 8,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,X,X,4,X,4,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Condie Kyra,USA,14,0T2z 0 13,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,4,X,9,X,X,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Koller Anne-Sophie,SUI,15,0T1z 0 1,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,X,X,1,X,X,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Repusic Urska,SLO,15,0T1z 0 1,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,X,X,1,X,X,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Krampl Mia,SLO,17,0T1z 0 2,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,X,X,2,X,X,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Yokoyama Sofya,SUI,17,0T1z 0 2,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,X,X,2,X,X,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
Rogora Laura,ITA,19,0T1z 0 3,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Women,Semi-Final,2019-08-11,/api/v1/category_rounds/5529/results,/api/v1/events/1121/result/7,X,X,X,X,X,3,X,X,2019-08-11_Hachioji_Boulder_Women_Semi-Final.csv
