name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Condie Kyra,USA,1,4T5z 21 18,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Qualification,2019-04-05,/api/v1/category_rounds/5451/results,/api/v1/events/1112/result/7,5,4,9,1,6,6,1,1,X,6
Garnbret Janja,SLO,1,5T5z 8 5,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Qualification,2019-04-05,/api/v1/category_rounds/5451/results,/api/v1/events/1112/result/7,2,1,1,1,1,1,1,1,3,1
Gibert Fanny,FRA,2,4T5z 6 6,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Qualification,2019-04-05,/api/v1/category_rounds/5451/results,/api/v1/events/1112/result/7,1,1,2,1,2,2,1,1,X,1
Noguchi Akiyo,JPN,2,3T5z 6 10,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Qualification,2019-04-05,/api/v1/category_rounds/5451/results,/api/v1/events/1112/result/7,X,3,1,1,4,4,1,1,X,1
Chanourdie Julia,FRA,3,4T5z 6 8,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Qualification,2019-04-05,/api/v1/category_rounds/5451/results,/api/v1/events/1112/result/7,1,1,2,1,2,2,1,1,X,3
Lettner Sandra,AUT,3,3T5z 8 12,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Qualification,2019-04-05,/api/v1/category_rounds/5451/results,/api/v1/events/1112/result/7,X,3,2,1,5,5,1,1,X,2
Ito Futaba,JPN,4,3T4z 7 7,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Qualification,2019-04-05,/api/v1/category_rounds/5451/results,/api/v1/events/1112/result/7,2,2,1,1,X,X,4,2,X,2
Phillips Emily,GBR,4,4T4z 11 8,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Qualification,2019-04-05,/api/v1/category_rounds/5451/results,/api/v1/events/1112/result/7,3,1,2,1,4,4,2,2,X,X
Hönig Afra,GER,5,3T4z 9 8,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Qualification,2019-04-05,/api/v1/category_rounds/5451/results,/api/v1/events/1112/result/7,5,3,3,3,X,X,1,1,X,1
Yip Alannah,CAN,5,3T5z 10 11,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Qualification,2019-04-05,/api/v1/category_rounds/5451/results,/api/v1/events/1112/result/7,X,1,3,2,6,6,1,1,X,1
