name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Coxsey Shauna,GBR,1,2T3z 5 7,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,3,3,X,X,2,2,X,2,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Garnbret Janja,SLO,2,2T3z 8 9,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,6,6,2,2,X,X,X,1,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Gibert Fanny,FRA,3,1T4z 3 10,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,1,X,5,3,3,X,1,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Pilz Jessica,AUT,4,1T2z 2 3,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,2,2,X,X,X,X,X,1,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Rakovec Lucka,SLO,5,1T2z 4 5,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,4,3,X,X,X,X,X,2,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Ito Futaba,JPN,6,0T3z 0 6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,2,X,1,X,X,X,3,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Sa Sol,KOR,7,0T3z 0 10,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,3,X,5,X,X,X,2,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Klingler Petra,SUI,8,0T2z 0 3,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,1,X,X,X,X,X,2,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Yip Alannah,CAN,9,0T2z 0 4,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,1,X,X,X,X,X,3,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Kazbekova Ievgeniia,UKR,10,0T2z 0 6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,4,X,X,X,2,X,X,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Phillips Emily,GBR,10,0T2z 0 6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,4,X,X,X,X,X,2,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Lettner Sandra,AUT,12,0T2z 0 9,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,6,X,X,X,X,X,3,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Zhang YueTong,CHN,13,0T2z 0 11,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,X,X,X,X,6,X,5,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Hönig Afra,GER,14,0T1z 0 1,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,1,X,X,X,X,X,X,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Kuzmenko Irina,RUS,14,0T1z 0 1,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,1,X,X,X,X,X,X,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Condie Kyra,USA,16,0T1z 0 2,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,2,X,X,X,X,X,X,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
Färber Johanna,AUT,17,0T1z 0 3,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7,X,X,X,X,X,X,X,3,2019-04-12_Moscow_Boulder_Women_Semi-Final.csv
