name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Kaplina Iuliia,RUS,1,7.464,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Susanti Rahayu Aries,INA,2,7.711,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Remizova Elena,RUS,3,7.860,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
SONG YiLing,CHN,4,7.880,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
NI MingWei,CHN,5,7.967,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Tsyganova Anna,RUS,6,7.999,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Jaubert Anouck,FRA,7,8.024,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Krasavina Mariia,RUS,8,8.102,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Ivanova Elizaveta,RUS,9,8.130,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Brozek Anna,POL,10,8.259,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Chudziak Patrycja,POL,11,8.395,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Kalucka Aleksandra,POL,12,8.438,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Sarisson Aurelia,FRA,13,8.462,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Calanca Anna,ITA,14,8.544,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Barashchuk Ekaterina,RUS,15,8.577,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Rojas Andrea,ECU,16,8.590,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Aksenova Polina,RUS,17,8.635,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Petrova Kseniia,RUS,18,8.693,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Kulagina Polina,RUS,19,8.750,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Andrier Victoire,FRA,20,8.851,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Elmer Alexandra,AUT,21,8.924,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Krasovskaia Elena,RUS,22,9.051,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Marlenova Assel,KAZ,23,9.079,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Kuznetsova Tamara,KAZ,24,9.154,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Kushaeva Kamilla,RUS,25,9.161,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Lammer Laura,AUT,26,9.205,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Dalla Brida Elisabetta,ITA,27,9.232,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Nurul Iqomah,INA,28,9.260,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Darabian Mahya,IRI,29,9.316,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
JIANG Rong,CHN,30,9.339,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Agambayeva Margarita,KAZ,31,9.389,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Karami Azam,IRI,32,9.424,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Yip Alannah,CAN,33,9.509,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Klingler Petra,SUI,34,9.539,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Lee Hung Ying,TPE,35,9.691,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Timofeeva Elena,RUS,36,9.828,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Condie Kyra,USA,37,9.902,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Kopf Sienna,USA,38,9.911,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
Grossman Natalia,USA,39,10.049,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6,2019-04-12_Moscow_Speed_Women_Qualification.csv
