name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Ondra Adam,CZE,1,4T4z 8 8,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,3,3,1,1,2,2,2,2
Chon Jongwon,KOR,2,3T4z 3 6,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,1,1,1,1,1,1,X,3
Hojer Jan,GER,3,3T4z 4 5,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,1,1,1,1,1,2,2
Schubert Jakob,AUT,4,3T4z 4 6,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,2,2,2,1,1,1,1
Peharc Anze,SLO,5,3T4z 7 14,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,3,2,2,2,2,2,X,8
Rubtsov  Aleksei,RUS,6,2T4z 2 10,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,3,1,1,1,1,X,5
Reuser Tim,NED,7,2T4z 4 8,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,1,1,1,X,3,3,3
Vezonik Gregor,SLO,8,2T4z 4 10,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,4,1,1,3,1,X,4
Piccolruaz Michael,ITA,9,2T4z 6 6,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,1,1,1,5,2,X,2
Megos Alexander,GER,10,2T4z 11 13,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,3,2,1,9,5,X,4
Kruder Jernej,SLO,11,1T4z 1 5,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,1,1,1,X,1,X,2
Pan YuFei,CHN,12,1T4z 3 25,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,2,X,9,3,3,X,11
Uznik Nicolai,AUT,13,1T3z 1 5,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,2,X,2,1,1,X,X
Phillips Nathan,GBR,14,1T3z 4 7,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,2,X,X,4,3,X,2
Ogata Yoshiyuki,JPN,15,1T2z 3 3,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,2,X,X,3,1,X,X
Ridal William,GBR,16,1T2z 3 5,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,X,X,X,3,3,X,2
Inoue Yuji,JPN,17,0T3z 0 7,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,1,X,3,X,3,X,X
Takata Tomoaki,JPN,18,0T3z 0 10,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,1,X,4,X,5,X,X
Levier Alban,FRA,19,0T3z 0 13,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,6,X,X,X,1,X,6
Ishimatsu Taisei,JPN,20,0T3z 0 16,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3,X,2,X,X,X,3,X,11
