name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Megos Alexander,GER,1,40+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,40+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Narasaki Tomoa,JPN,2,38,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,38,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
McColl Sean,CAN,3,37+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,37+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Ondra Adam,CZE,4,37+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,37+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Harada Kai,JPN,5,31+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,31+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Schubert Jakob,AUT,6,30+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,30+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Ghisolfi Stefano,ITA,7,29+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,29+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Puman Hannes,SWE,8,29+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,29+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Konecny Jakub,CZE,9,29+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,29+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Skofic Domen,SLO,10,29+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,29+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Reuser Tim,NED,11,28+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,28+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Narasaki Meichi,JPN,12,28+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,28+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Fakirianov Dmitrii,RUS,13,27+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,27+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Fujii Kokoro,JPN,14,26+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,26+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Stranik Martin,CZE,15,26+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,26+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Ruana Rudolph,USA,16,26+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,26+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Bosi William,GBR,17,26+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,26+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
KIM Hanwool,KOR,17,26+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,26+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Bombardi Marcello,ITA,19,26+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,26+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Bergant Martin,SLO,20,26+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,26+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Bailey Sean,USA,21,26,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,26,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Nishida Hidemasa,JPN,22,26,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,26,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Lehmann Sascha,SUI,23,25+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,25+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Chon Jongwon,KOR,24,25+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,25+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Desgranges Romain,FRA,25,21+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,21+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
Shevchenko Vladislav,RUS,26,14+,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Lead,Men,Semi-Final,2019-08-11,/api/v1/category_rounds/5536/results,/api/v1/events/1121/result/1,14+,2019-08-11_Hachioji_Lead_Men_Semi-Final.csv
