name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Rudzinska Aleksandra,POL,1,7.377,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Speed,Women,Qualification,2019-08-11,/api/v1/category_rounds/5531/results,/api/v1/events/1121/result/6,2019-08-11_Hachioji_Speed_Women_Qualification.csv
Krasavina Mariia,RUS,2,7.414,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Speed,Women,Qualification,2019-08-11,/api/v1/category_rounds/5531/results,/api/v1/events/1121/result/6,2019-08-11_Hachioji_Speed_Women_Qualification.csv
Jaubert Anouck,FRA,3,7.454,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Speed,Women,Qualification,2019-08-11,/api/v1/category_rounds/5531/results,/api/v1/events/1121/result/6,2019-08-11_Hachioji_Speed_Women_Qualification.csv
Kaplina Iuliia,RUS,4,7.509,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Speed,Women,Qualification,2019-08-11,/api/v1/category_rounds/5531/results,/api/v1/events/1121/result/6,2019-08-11_Hachioji_Speed_Women_Qualification.csv
SONG YiLing,CHN,5,7.698,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Speed,Women,Qualification,2019-08-11,/api/v1/category_rounds/5531/results,/api/v1/events/1121/result/6,2019-08-11_Hachioji_Speed_Women_Qualification.csv
Ivanova Elizaveta,RUS,6,7.806,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Speed,Women,Qualification,2019-08-11,/api/v1/category_rounds/5531/results,/api/v1/events/1121/result/6,2019-08-11_Hachioji_Speed_Women_Qualification.csv
Kalucka Natalia,POL,7,7.866,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Speed,Women,Qualification,2019-08-11,/api/v1/category_rounds/5531/results,/api/v1/events/1121/result/6,2019-08-11_Hachioji_Speed_Women_Qualification.csv
Chudziak Patrycja,POL,8,7.946,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Speed,Women,Qualification,2019-08-11,/api/v1/category_rounds/5531/results,/api/v1/events/1121/result/6,2019-08-11_Hachioji_Speed_Women_Qualification.csv
Remizova Elena,RUS,9,7.974,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Speed,Women,Qualification,2019-08-11,/api/v1/category_rounds/5531/results,/api/v1/events/1121/result/6,2019-08-11_Hachioji_Speed_Women_Qualification.csv
Niu Di,CHN,10,8.026,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Speed,Women,Qualification,2019-08-11,/api/v1/category_rounds/5531/results,/api/v1/events/1121/result/6,2019-08-11_Hachioji_Speed_Women_Qualification.csv
