name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Ondra Adam,CZE,1,4T4z 9 6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Semi-Final,2019-04-12,/api/v1/category_rounds/5463/results,/api/v1/events/1113/result/3,1,1,5,3,2,1,1,1,2019-04-12_Moscow_Boulder_Men_Semi-Final.csv
Kawamata Rei,JPN,2,2T4z 3 15,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Semi-Final,2019-04-12,/api/v1/category_rounds/5463/results,/api/v1/events/1113/result/3,X,11,2,2,1,1,X,1,2019-04-12_Moscow_Boulder_Men_Semi-Final.csv
Peharc Anze,SLO,3,2T4z 5 5,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Semi-Final,2019-04-12,/api/v1/category_rounds/5463/results,/api/v1/events/1113/result/3,X,2,3,1,X,1,2,1,2019-04-12_Moscow_Boulder_Men_Semi-Final.csv
Ogata Yoshiyuki,JPN,4,2T4z 5 7,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Semi-Final,2019-04-12,/api/v1/category_rounds/5463/results,/api/v1/events/1113/result/3,1,1,4,1,X,3,X,2,2019-04-12_Moscow_Boulder_Men_Semi-Final.csv
Timonov Vadim,RUS,5,2T4z 6 6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Semi-Final,2019-04-12,/api/v1/category_rounds/5463/results,/api/v1/events/1113/result/3,3,3,3,1,X,1,X,1,2019-04-12_Moscow_Boulder_Men_Semi-Final.csv
Kruder Jernej,SLO,6,2T4z 7 6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Semi-Final,2019-04-12,/api/v1/category_rounds/5463/results,/api/v1/events/1113/result/3,2,2,5,2,X,1,X,1,2019-04-12_Moscow_Boulder_Men_Semi-Final.csv
Cornu Manuel,FRA,7,2T4z 13 16,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Semi-Final,2019-04-12,/api/v1/category_rounds/5463/results,/api/v1/events/1113/result/3,8,8,5,4,X,3,X,1,2019-04-12_Moscow_Boulder_Men_Semi-Final.csv
Inoue Yuji,JPN,8,2T3z 6 6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Semi-Final,2019-04-12,/api/v1/category_rounds/5463/results,/api/v1/events/1113/result/3,X,X,2,2,4,1,X,3,2019-04-12_Moscow_Boulder_Men_Semi-Final.csv
Fujii Kokoro,JPN,9,1T4z 1 6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Semi-Final,2019-04-12,/api/v1/category_rounds/5463/results,/api/v1/events/1113/result/3,1,1,X,2,X,2,X,1,2019-04-12_Moscow_Boulder_Men_Semi-Final.csv
Chon Jongwon,KOR,10,1T4z 1 9,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Semi-Final,2019-04-12,/api/v1/category_rounds/5463/results,/api/v1/events/1113/result/3,1,1,X,5,X,1,X,2,2019-04-12_Moscow_Boulder_Men_Semi-Final.csv
