name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Ondra Adam,CZE,1,4T4z 10 9,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Semi-Final,2019-04-05,/api/v1/category_rounds/5455/results,/api/v1/events/1112/result/3,2,2,3,3,2,1,3,3,2019-04-05_Meiringen_Boulder_Men_Semi-Final.csv
Narasaki Tomoa,JPN,2,3T4z 3 4,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Semi-Final,2019-04-05,/api/v1/category_rounds/5455/results,/api/v1/events/1112/result/3,1,1,1,1,X,1,1,1,2019-04-05_Meiringen_Boulder_Men_Semi-Final.csv
Sugimoto Rei,JPN,3,3T4z 12 12,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Semi-Final,2019-04-05,/api/v1/category_rounds/5455/results,/api/v1/events/1112/result/3,2,2,5,5,X,2,5,3,2019-04-05_Meiringen_Boulder_Men_Semi-Final.csv
Fujii Kokoro,JPN,4,2T4z 3 11,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Semi-Final,2019-04-05,/api/v1/category_rounds/5455/results,/api/v1/events/1112/result/3,X,6,1,1,X,2,2,2,2019-04-05_Meiringen_Boulder_Men_Semi-Final.csv
Chon Jongwon,KOR,5,2T4z 5 9,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Semi-Final,2019-04-05,/api/v1/category_rounds/5455/results,/api/v1/events/1112/result/3,X,1,2,2,3,3,X,3,2019-04-05_Meiringen_Boulder_Men_Semi-Final.csv
Takata Tomoaki,JPN,5,2T4z 5 9,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Semi-Final,2019-04-05,/api/v1/category_rounds/5455/results,/api/v1/events/1112/result/3,1,1,4,3,X,1,X,4,2019-04-05_Meiringen_Boulder_Men_Semi-Final.csv
Rubtsov  Aleksei,RUS,7,2T4z 5 11,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Semi-Final,2019-04-05,/api/v1/category_rounds/5455/results,/api/v1/events/1112/result/3,1,1,4,4,X,1,X,5,2019-04-05_Meiringen_Boulder_Men_Semi-Final.csv
Ogata Yoshiyuki,JPN,8,2T4z 6 7,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Semi-Final,2019-04-05,/api/v1/category_rounds/5455/results,/api/v1/events/1112/result/3,4,4,2,1,X,1,X,1,2019-04-05_Meiringen_Boulder_Men_Semi-Final.csv
Ishimatsu Taisei,JPN,9,2T4z 7 9,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Semi-Final,2019-04-05,/api/v1/category_rounds/5455/results,/api/v1/events/1112/result/3,2,1,5,4,X,2,X,2,2019-04-05_Meiringen_Boulder_Men_Semi-Final.csv
Dohi Keita,JPN,10,2T4z 8 14,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Semi-Final,2019-04-05,/api/v1/category_rounds/5455/results,/api/v1/events/1112/result/3,2,2,6,6,X,3,X,3,2019-04-05_Meiringen_Boulder_Men_Semi-Final.csv
