name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
Garnbret Janja,SLO,1,41,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,41
Kim Jain,KOR,2,33+,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,33+
Seo Chaehyun,KOR,3,33+,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,33+
Noguchi Akiyo,JPN,4,30,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,30
Tajima Aika,JPN,5,29,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,29
Rogora Laura,ITA,6,28+,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,28+
Nonaka Miho,JPN,7,28+,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,28+
Tanii Natsuki,JPN,8,28+,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,28+
Thompson-Smith Molly,GBR,9,28+,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,28+
Gibert Fanny,FRA,10,28+,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,28+
Douady Luce,FRA,11,28,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,28
Ito Futaba,JPN,12,28,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,28
Hayes Margo,USA,13,26+,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,26+
Condie Kyra,USA,14,26+,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,1125,2019,Inzai,Lead,Women,Semi-Final,2019-10-26,/api/v1/category_rounds/5566/results,/api/v1/events/1125/result/5,26+
