name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Garnbret Janja,SLO,1,4T4z 6 4,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Semi-Final,2019-05-03,/api/v1/category_rounds/5478/results,/api/v1/events/1115/result/7,1,1,1,1,1,1,3,1
Nonaka Miho,JPN,2,3T4z 3 6,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Semi-Final,2019-05-03,/api/v1/category_rounds/5478/results,/api/v1/events/1115/result/7,1,1,1,1,1,1,X,3
Pilz Jessica,AUT,3,3T4z 5 8,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Semi-Final,2019-05-03,/api/v1/category_rounds/5478/results,/api/v1/events/1115/result/7,2,2,2,1,1,1,X,4
Noguchi Akiyo,JPN,4,3T3z 5 3,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Semi-Final,2019-05-03,/api/v1/category_rounds/5478/results,/api/v1/events/1115/result/7,1,1,3,1,1,1,X,X
Mori Ai,JPN,5,2T4z 3 12,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Semi-Final,2019-05-03,/api/v1/category_rounds/5478/results,/api/v1/events/1115/result/7,X,3,1,1,X,6,2,2
Chanourdie Julia,FRA,6,2T4z 5 11,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Semi-Final,2019-05-03,/api/v1/category_rounds/5478/results,/api/v1/events/1115/result/7,2,2,3,1,X,2,X,6
Ito Futaba,JPN,7,2T4z 7 9,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Semi-Final,2019-05-03,/api/v1/category_rounds/5478/results,/api/v1/events/1115/result/7,X,4,X,1,4,2,3,2
Sa Sol,KOR,8,2T3z 4 4,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Semi-Final,2019-05-03,/api/v1/category_rounds/5478/results,/api/v1/events/1115/result/7,3,2,X,1,1,1,X,X
Rekabi Elnaz,IRI,9,2T3z 7 7,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Semi-Final,2019-05-03,/api/v1/category_rounds/5478/results,/api/v1/events/1115/result/7,X,X,2,1,5,4,X,2
Klingler Petra,SUI,10,1T4z 4 6,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Semi-Final,2019-05-03,/api/v1/category_rounds/5478/results,/api/v1/events/1115/result/7,X,3,X,1,X,1,4,1
