name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Ogata Yoshiyuki,JPN,1,4T5z 11 7,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,2,2,3,1,4,1,2,2,X,1
Ondra Adam,CZE,1,5T5z 6 6,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,1,1,1,1,1,1,2,2,1,1
Chon Jongwon,KOR,2,4T5z 4 5,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,1,1,1,1,1,1,1,1,X,1
Fujii Kokoro,JPN,2,4T4z 5 5,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,1,1,1,1,1,1,X,X,2,2
Narasaki Tomoa,JPN,3,4T4z 8 5,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,4,1,1,1,1,1,2,2,X,X
Sugimoto Rei,JPN,3,3T5z 5 11,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,X,3,1,1,2,2,2,2,X,3
Dohi Keita,JPN,4,3T5z 6 8,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,X,1,1,1,3,2,2,2,X,2
Flohé Yannick,GER,4,3T5z 5 14,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,2,2,1,1,2,2,X,3,X,6
Harada Kai,JPN,5,2T5z 4 8,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,X,1,3,2,1,1,X,1,X,3
Schubert Jakob,AUT,5,3T4z 5 6,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,1,1,2,1,2,2,X,X,X,2
McColl Sean,CAN,6,3T4z 5 8,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,1,1,2,2,2,2,X,X,X,3
Narasaki Meichi,JPN,6,2T4z 4 5,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,X,1,3,1,1,1,X,2,X,X
Cornu Manuel,FRA,7,3T4z 7 10,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,2,2,4,3,1,1,X,X,X,4
Phillips Nathan,GBR,7,2T4z 7 7,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,X,1,1,1,6,2,X,3,X,X
Coleman Nathaniel,USA,8,2T3z 3 5,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,X,X,X,3,2,1,1,1,X,X
Kruder Jernej,SLO,8,2T3z 3 5,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,X,2,2,2,1,1,X,X,X,X
Ruana Rudolph,USA,8,3T4z 15 15,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,2,1,10,8,3,2,X,X,X,4
Piccolruaz Michael,ITA,9,3T3z 9 8,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,1,1,5,5,3,2,X,X,X,X
Hojer Jan,GER,10,2T5z 9 14,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,X,1,8,6,1,1,X,5,X,1
Skorodumov Sergei,RUS,10,2T3z 7 8,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,X,X,1,1,6,3,X,X,X,4
KIM Hanwool,KOR,11,1T4z 1 10,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,X,1,1,1,X,3,X,5,X,X
Peharc Anze,SLO,11,2T4z 2 8,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,1,1,X,4,1,1,X,X,X,2
Mawem Mickael,FRA,12,1T4z 2 8,IFSC Climbing World Championships - Hachioji (JPN) 2019,1121,2019,Hachioji,Boulder,Men,Qualification,2019-08-11,/api/v1/category_rounds/5538/results,/api/v1/events/1121/result/3,X,1,X,X,2,1,X,4,X,2
