name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
SONG YiLing,CHN,1,7.224,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Ivanova Elizaveta,RUS,2,7.602,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Jaubert Anouck,FRA,3,7.638,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
NI MingWei,CHN,4,7.833,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Kalucka Aleksandra,POL,5,7.959,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Krasavina Mariia,RUS,6,8.011,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Kalucka Natalia,POL,7,8.115,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Chudziak Patrycja,POL,8,8.208,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Nurul Iqomah,INA,9,8.239,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Brozek Anna,POL,10,8.257,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Tsyganova Anna,RUS,11,8.311,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Niu Di,CHN,12,8.345,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Petrova Kseniia,RUS,13,8.478,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Nonaka Miho,JPN,14,8.571,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Rojas Andrea,ECU,15,8.626,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Viglione Capucine,FRA,16,8.642,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Elmer Alexandra,AUT,17,8.766,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Sarisson Aurelia,FRA,18,8.815,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Susanti Rahayu Aries,INA,19,8.940,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Krasovskaia Elena,RUS,20,8.965,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Barashchuk Ekaterina,RUS,21,8.987,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Calanca Anna,ITA,22,9.151,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
Ito Futaba,JPN,23,9.256,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Speed,Women,Qualification,2019-07-04,/api/v1/category_rounds/5502/results,/api/v1/events/1118/result/6
