name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Mawem Bassa,FRA,1,5.699,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
CAO Long,CHN,2,5.731,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Rukin Sergei,RUS,3,5.809,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Alipourshenazandifar Reza,IRI,4,5.826,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Jaelolo Aspar,INA,5,5.838,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Deulin Vladislav,RUS,6,5.874,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Timofeev Dmitrii,RUS,7,5.913,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Maimuratov Amir,KAZ,8,6.083,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Shikov Aleksandr,RUS,9,6.096,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Rudatskiy Lev,RUS,10,6.138,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Fossali Ludovico,ITA,11,6.157,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Artamonov  Georgy,RUS,12,6.162,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Kokorin Stanislav,RUS,13,6.163,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Shilov Aleksandr,RUS,14,6.207,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Kriz Jan,CZE,15,6.222,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Zodda Gian Luca,ITA,16,6.230,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Dzienski Marcin,POL,17,6.236,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Roji Fatchur,INA,18,6.242,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Bogomolov Arsenii,RUS,19,6.246,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Goodacre Joe,USA,20,6.270,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Iarilovets Nikolai,RUS,21,6.284,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
AliPourShenazandi Mehdi,IRI,22,6.288,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Mawem Mickael,FRA,23,6.344,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Muhammad Alfian,INA,24,6.362,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Asrar Ehsan,IRI,25,6.418,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Granja Carlos,ECU,26,6.544,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Luzhetskii Sergei,RUS,27,6.679,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Knapp Lukas,AUT,28,6.707,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Dohi Keita,JPN,29,6.831,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Khaibullin Rishat,KAZ,30,6.878,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Levin Josh,USA,31,6.898,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Cornu Manuel,FRA,32,6.900,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Pan YuFei,CHN,33,6.903,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Valencia Danny,ECU,34,6.996,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Erber Matthias,AUT,35,7.014,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
Hojer Jan,GER,36,7.016,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
